code,name,price,pct,main_net,main_pct,xl_net,l_net,m_net,s_net
002389,航天彩虹,19.23,2.9443,5473598,1.2463,-3925530,9399128,-5473598,
002408,齐翔腾达,5.48,1.4815,5453385,5.0299,2664346,2789039,-5453385,
300123,ST亚光,4.54,-0.2198,5450997,6.763,1558258,3892739,-5450997,
603856,东宏股份,11.71,2.5394,5448574,15.4351,4201746,1246828,-5448574,
688016,心脉医疗,86.08,1.5573,5433628,5.8984,-4743317,10176945,-5433628,
002492,恒基达鑫,6.2,7.0812,5431041,6.1688,-49114,5480155,-5431041,
601166,兴业银行,17.73,-0.2812,5409112,0.556,-28656840,34065952,-5409112,
600433,冠豪高新,3.38,2.1148,5404980,6.3327,7640062,-2235082,-5404980,
600132,重庆啤酒,38.11,0.9002,5370900,5.9836,-584168,5955068,-5370900,
301300,远翔新材,33.7,-1.4908,5369653,5.2244,666882,4702771,-5369653,
301061,匠心家居,43.74,3.1117,5364432,1.9007,-8694170,14058602,-5364432,
300311,任子行,5.98,4.0,5355027,1.2233,-628017,5983044,-5355027,
603609,禾丰股份,6.52,3.1646,5346836,16.851,340200,5006636,-5346836,
605033,美邦股份,19.74,6.8182,5344957,5.2243,2018887,3326070,-5344957,
301178,天亿马,38.09,3.365,5318496,3.6816,5607871,-289375,-5318496,
000936,华西股份,5.66,1.982,5316480,3.5648,1046779,4269701,-5316480,
000062,深圳华强,23.76,2.9017,5285770,0.6884,-26026259,31312029,-5285770,
002995,天地在线,17.47,3.8644,5278455,2.635,2921617,2356838,-5278455,
603229,奥翔药业,7.91,4.3536,5274473,6.4901,-1478354,6752827,-5274473,
300324,旋极信息,3.45,2.071,5272609,5.271,2049653,3222956,-5272609,
301018,申菱环境,104.09,-0.8855,5265760,0.3313,24387760,-19122000,-5265760,
301525,儒竞科技,39.89,3.476,5233838,6.8327,747754,4486084,-5233838,
300531,优博讯,15.73,2.1429,5222723,4.2341,1558159,3664564,-5222723,
300106,西部牧业,10.92,1.2048,5215084,6.0486,453268,4761816,-5215084,
002550,千红制药,6.6,2.6439,5211802,5.7851,3187809,2023993,-5211802,
600089,特变电工,18.3,0.9377,5192260,0.7057,35372829,-30180569,-5192260,
300286,安科瑞,19.61,1.5536,5189945,7.0737,579294,4610651,-5189945,
600255,鑫科材料,3.73,2.7548,5189373,1.5079,12960698,-7771325,-5189373,
600335,国机汽车,5.23,1.3566,5185067,8.9198,-2138496,7323563,-5185067,
300168,万达信息,4.8,1.6949,5181942,7.5671,-402208,5584150,-5181942,
603998,方盛制药,10.71,3.0799,5179112,3.7319,3485613,1693499,-5179112,
002289,宇顺电子,36.61,-0.5973,5173670,3.5604,3124678,2048992,-5173670,
301270,汉仪股份,33.09,1.9095,5165595,6.6217,3827539,1338056,-5165595,
603855,华荣股份,17.02,1.7943,5164552,15.4627,477703,4686849,-5164552,
300534,陇神戎发,13.83,8.1314,5159736,0.4906,26267695,-21107959,-5159736,
600649,城投控股,4.11,4.0506,5156583,2.7988,16524503,-11367920,-5156583,
600718,东软集团,8.11,2.5284,5148734,7.0338,-1067368,6216102,-5148734,
003000,劲仔食品,9.55,1.5957,5145592,12.6087,0,5145592,-5145592,
600511,国药股份,26.27,0.8058,5134795,6.3897,1069784,4065011,-5134795,
300826,测绘股份,15.75,1.7442,5131873,5.2355,172339,4959534,-5131873,
300146,汤臣倍健,9.34,1.1918,5121486,5.2116,3098533,2022953,-5121486,
002034,旺能环境,14.57,1.3213,5114473,7.3064,2408800,2705673,-5114473,
300307,慈星股份,7.33,3.2394,5106360,3.2296,-8111798,13218158,-5106360,
601939,建设银行,10.93,1.1101,5105642,0.524,-9670253,14775895,-5105642,
605118,力鼎光电,33.4,0.9674,5104838,3.7607,5366287,-261449,-5104838,
603899,晨光股份,21.75,0.046,5103861,9.3838,1087000,4016861,-5103861,
002213,大为股份,29.58,0.6807,5100485,1.2218,4788712,311773,-5100485,
688190,云路股份,73.73,2.417,5093711,5.011,4694321,399390,-5093711,
600820,隧道股份,5.27,0.1901,5090432,6.5913,3630983,1459449,-5090432,
603113,金能科技,5.03,2.863,5087780,7.0205,1465120,3622660,-5087780,
000989,九芝堂,8.97,3.341,5078258,2.8748,7670831,-2592573,-5078258,
301683,慧谷新材,100.68,2.0992,5072637,6.7196,1988469,3084168,-5072637,
600408,安泰集团,3.1,2.3102,5071799,5.1684,1525000,3546799,-5071799,
300910,瑞丰新材,28.45,2.4856,5070184,3.3403,-678936,5749120,-5070184,
000825,太钢不锈,3.44,1.4749,5067428,4.8183,8792863,-3725435,-5067428,
600076,康欣新材,2.3,5.0228,5060734,2.7685,11056383,-5995649,-5060734,
300397,天和防务,10.78,0.7477,5057938,4.6807,-1129552,6187490,-5057938,
603421,鼎信通讯,7.03,1.443,5054650,2.1877,6842800,-1788150,-5054650,
600075,新疆天业,4.7,3.2967,5052576,6.3546,5385673,-333097,-5052576,
000078,ST海王,1.57,3.2895,5048810,5.3229,3296296,1752514,-5048810,
000570,苏常柴Ａ,5.35,1.711,5028976,9.3198,1138201,3890775,-5028976,
600416,湘电股份,8.67,1.7606,5024461,5.1171,-4566611,9591072,-5024461,
601500,通用股份,3.91,0.5141,5008276,15.1353,0,5008276,-5008276,
601236,红塔证券,6.84,1.6345,5003678,6.0032,11746314,-6742636,-5003678,
002102,ST能特,2.83,4.428,5003033,9.8601,-1004640,6007673,-5003033,
301279,金道科技,23.94,5.4626,5002378,5.9207,-890711,5893089,-5002378,
300420,五洋自控,7.71,2.2546,4990468,1.0859,-7681844,12672312,-4990468,
300340,科恒股份,8.87,5.2195,4986115,6.9522,0,4986115,-4986115,
688655,迅捷兴,73.21,12.6134,4985671,0.4759,-1419689,6405360,-4985671,
603303,得邦照明,28.68,3.2026,4973980,6.1544,203720,4770260,-4973980,
002494,华斯股份,4.8,5.2632,4926341,6.1641,1418645,3507696,-4926341,
002115,三维通信,10.14,0.4955,4909909,1.9582,-8194969,13104878,-4909909,
603917,合力科技,14.35,4.9744,4905000,4.798,-25783,4930783,-4905000,
000869,张裕Ａ,16.78,3.5163,4901800,10.176,1665144,3236656,-4901800,
688580,伟思医疗,44.07,3.0877,4901614,8.6069,8134939,-3233325,-4901614,
688488,艾迪药业,16.6,8.2138,4897325,2.12,-1609630,6506955,-4897325,
688786,悦安新材,29.53,2.3925,4889326,3.1803,-948036,5837362,-4889326,
688009,中国通号,4.7,0.6424,4887295,5.2343,0,4887295,-4887295,
300238,冠昊生物,11.92,5.9556,4879426,4.3994,219581,4659845,-4879426,
605319,无锡振华,23.27,3.1015,4858132,3.0059,-3759126,8617258,-4858132,
600125,铁龙物流,5.34,1.1364,4841742,10.9122,6348621,-1506879,-4841742,
301257,普蕊斯,41.73,5.1663,4830163,2.0493,1781380,3048783,-4830163,
002568,百润股份,18.29,2.0647,4826648,2.7248,6331878,-1505230,-4826648,
002945,华林证券,14.63,2.6667,4821701,1.6231,6615519,-1793818,-4821701,
688581,安杰思,57.18,3.7185,4817921,7.7471,3281705,1536216,-4817921,
002374,中锐股份,3.19,2.9032,4806719,8.2946,1652043,3154676,-4806719,
000816,智慧农业,2.94,3.1579,4805713,4.2233,370431,4435282,-4805713,
605066,天正电气,6.92,2.5185,4800978,8.7689,-189008,4989986,-4800978,
002605,姚记科技,16.84,1.0804,4797474,8.2915,0,4797474,-4797474,
301313,凡拓数创,31.07,1.3042,4795728,4.4356,1560828,3234900,-4795728,
300686,智动力,15.13,1.817,4794213,6.163,1514035,3280178,-4794213,
688061,灿瑞科技,46.2,1.8294,4791648,4.3363,-1800147,6591795,-4791648,
601019,山东出版,6.81,1.1887,4791433,6.5475,2247089,2544344,-4791433,
300451,创业慧康,3.44,2.381,4773745,6.3455,-525758,5299503,-4773745,
600679,上海凤凰,10.52,2.3346,4771765,5.777,1268526,3503239,-4771765,
002424,ST百灵,4.58,1.7778,4767944,15.5308,-1038310,5806254,-4767944,
003004,声迅股份,61.37,0.3762,4765703,2.1464,-12001140,16766843,-4765703,
002056,横店东磁,20.26,-0.197,4764386,1.4065,-6734575,11498961,-4764386,
601518,吉林高速,2.79,0.3597,4764108,12.1132,-4478169,9242277,-4764108,
301266,宇邦新材,25.8,5.6944,4751607,3.6159,249896,4501711,-4751607,
600054,黄山旅游,10.9,1.0195,4728972,6.3112,2467874,2261098,-4728972,
600866,星湖科技,4.23,3.423,4728034,4.107,11530494,-6802460,-4728034,
301157,华塑科技,68.41,5.4896,4723066,5.7803,1087507,3635559,-4723066,
301601,惠通科技,16.03,7.0808,4713816,4.5399,-2561382,7275198,-4713816,
601921,浙版传媒,7.5,1.9022,4704337,7.0848,0,4704337,-4704337,
300581,晨曦航空,10.46,1.85,4696217,4.3259,2786488,1909729,-4696217,
600210,紫江企业,6.25,0.321,4696005,6.1936,2739409,1956596,-4696005,
002098,浔兴股份,8.31,5.0569,4694936,8.1865,132342,4562594,-4694936,
603328,依顿电子,13.8,4.3873,4686428,0.5394,-5153264,9839692,-4686428,
002301,齐心集团,8.43,7.9385,4679592,2.302,9616759,-4937167,-4679592,
300492,华图山鼎,22.25,2.9616,4666163,8.3548,512300,4153863,-4666163,
002514,*ST宝馨,2.69,4.2636,4661505,4.4736,477195,4184310,-4661505,
605128,上海沿浦,23.26,2.5121,4640467,4.7599,1626369,3014098,-4640467,
002160,常铝股份,3.96,1.2788,4639369,11.8928,3052485,1586884,-4639369,
000027,深圳能源,6.28,-0.159,4635039,4.279,-4932399,9567438,-4635039,
000901,航天科技,14.48,0.7655,4627173,3.1126,-1677223,6304396,-4627173,
300310,宜通世纪,4.35,1.3986,4626044,6.0733,229416,4396628,-4626044,
601096,宏盛华源,4.16,1.2165,4614237,7.4351,4909908,-295671,-4614237,
002683,广东宏大,28.83,2.5614,4610708,2.0884,4499394,111314,-4610708,
688267,中触媒,22.66,3.8497,4609530,3.4477,1709130,2900400,-4609530,
300919,中伟新材,38.15,0.3155,4578888,1.4326,-1040749,5619637,-4578888,
000949,新乡化纤,7.01,2.4854,4578759,2.0945,8589424,-4010665,-4578759,
603517,ST绝味,11.78,0.9426,4567222,8.031,-4299665,8866887,-4567222,
300229,拓尔思,13.24,1.6897,4565479,1.8902,-5095101,9660580,-4565479,
600597,光明乳业,6.82,2.4024,4564130,6.5908,0,4564130,-4564130,
601666,平煤股份,9.01,1.8079,4552906,2.7497,2594230,1958676,-4552906,
002861,瀛通通讯,14.85,1.9918,4543888,7.9342,0,4543888,-4543888,
600827,百联股份,7.87,1.027,4541699,4.487,-2655361,7197060,-4541699,
300865,大宏立,33.03,2.3234,4531905,2.2462,-36285,4568190,-4531905,
301632,广东建科,13.65,3.3308,4531410,4.0369,3002714,1528696,-4531410,
688199,久日新材,25.37,1.1563,4526664,4.7281,-1400250,5926914,-4526664,
600305,恒顺醋业,6.76,1.8072,4526547,8.8721,3023725,1502822,-4526547,
000701,厦门信达,5.28,2.1277,4516364,7.6187,-3152,4519516,-4516364,
688057,金达莱,16.57,2.032,4514099,7.5035,997322,3516777,-4514099,
600704,物产中大,4.89,-0.2041,4496738,3.031,-9907400,14404138,-4496738,
301125,腾亚精工,14.15,6.2312,4495005,7.8887,0,4495005,-4495005,
002173,创新医疗,18.6,3.9687,4484831,0.615,12313841,-7829010,-4484831,
603103,横店影视,16.74,1.9488,4482585,2.9262,-1010178,5492763,-4482585,
300705,九典制药,10.99,4.1706,4480401,4.7903,1374319,3106082,-4480401,
603926,铁流股份,17.74,3.3197,4479834,6.1945,5228810,-748976,-4479834,
300979,华利集团,33.37,3.0893,4478950,4.2906,4577250,-98300,-4478950,
605167,利柏特,16.99,1.1912,4474897,4.5155,-220994,4695891,-4474897,
603809,豪能股份,8.69,1.4002,4461787,8.51,2491127,1970660,-4461787,
600725,云维股份,3.34,1.5198,4430866,11.4315,0,4430866,-4430866,
688692,达梦数据,204.91,0.7919,4430163,2.8223,12747193,-8317030,-4430163,
301563,云汉芯城,115.75,-0.2069,4429828,2.7242,-1202027,5631855,-4429828,
600562,国睿科技,27.76,0.7988,4422119,2.0358,-1285600,5707719,-4422119,
000677,ST海龙,1.86,3.3333,4420885,9.5669,925000,3495885,-4420885,
002358,森源电气,5.4,0.7463,4418965,8.1833,2882602,1536363,-4418965,
688811,有研复材,21.08,0.2378,4416967,3.5409,3803908,613059,-4416967,
301235,华康洁净,46.91,-0.6144,4386229,1.129,-37651830,42038059,-4386229,
300762,上海瀚讯,27.37,0.2931,4383681,1.069,-1570027,5953708,-4383681,
603313,梦百合,6.97,2.3495,4369567,2.3924,-3210456,7580023,-4369567,
603278,大业股份,9.16,0.8811,4325909,8.2367,0,4325909,-4325909,
688171,纬德信息,22.59,-3.5851,4314356,5.4051,2232926,2081430,-4314356,
688501,青达环保,16.39,6.4286,4309910,2.9099,1185440,3124470,-4309910,
000422,湖北宜化,11.98,1.1824,4306342,3.072,11156634,-6850292,-4306342,
301368,丰立智能,38.96,3.3696,4305823,5.8559,1808784,2497039,-4305823,
000557,西部创业,3.71,1.0899,4302489,18.3163,1095000,3207489,-4302489,
000537,绿发电力,7.56,0.3984,4302052,5.2676,3794854,507198,-4302052,
002678,珠江钢琴,4.45,2.5346,4297075,10.0799,0,4297075,-4297075,
001313,粤海饲料,7.49,4.7552,4289513,3.4223,892013,3397500,-4289513,
601880,辽港股份,1.47,0.0,4289469,4.0713,945601,3343868,-4289469,
301206,三元生物,23.83,1.8376,4283717,5.0653,-262468,4546185,-4283717,
001301,尚太科技,50.83,-2.2124,4280172,2.099,8000323,-3720151,-4280172,
000876,新希望,7.28,1.676,4280011,1.3824,-3710540,7990551,-4280011,
300660,江苏雷利,23.82,1.7949,4274169,3.3549,6090900,-1816731,-4274169,
002623,亚玛顿,19.83,7.0734,4271664,0.7466,-3077891,7349555,-4271664,
301567,贝隆精密,37.36,6.2269,4256312,7.7528,631719,3624593,-4256312,
300973,立高食品,25.49,1.7159,4245968,6.9824,256500,3989468,-4245968,
603309,维力医疗,11.06,2.2181,4233687,10.7182,5019112,-785425,-4233687,
301538,骏鼎达,41.65,0.8475,4231289,6.6708,1245731,2985558,-4231289,
301617,博苑新材,53.71,-1.0866,4218061,3.9944,7155258,-2937197,-4218061,
000600,建投能源,7.34,0.5479,4209267,5.7331,136281,4072986,-4209267,
603567,珍宝岛,5.56,4.9057,4208120,2.5195,33160,4174960,-4208120,
603730,岱美股份,9.97,3.1024,4202525,2.3646,9296944,-5094419,-4202525,
301228,实朴检测,57.05,0.2989,4200586,3.4507,-4091861,8292447,-4200586,
002406,远东传动,6.55,0.7692,4198767,7.3086,-992428,5191195,-4198767,
600905,三峡能源,3.64,-0.274,4195361,2.3336,-1656000,5851361,-4195361,
002746,仙坛股份,6.54,1.7107,4191811,5.6769,4837346,-645535,-4191811,
601702,华峰铝业,15.29,1.4599,4187797,5.5637,1537,4186260,-4187797,
000507,珠海港,5.06,0.5964,4185227,10.4552,-2279552,6464779,-4185227,
002390,信邦制药,3.05,3.7415,4181342,4.3519,3554520,626822,-4181342,
000819,岳阳兴长,12.36,3.6044,4172877,7.9242,-522329,4695206,-4172877,
600755,厦门国贸,5.65,0.8929,4169138,5.2212,1932609,2236529,-4169138,
002983,芯瑞达,23.24,5.7806,4160870,3.6715,1078288,3082582,-4160870,
300096,ST易联众,9.36,1.4085,4142901,14.2564,1199904,2942997,-4142901,
003010,若羽臣,29.43,-0.3724,4136897,2.6254,-5234121,9371018,-4136897,
600391,航发科技,43.6,6.2896,4135257,0.3422,61575975,-57440718,-4135257,
000733,振华科技,41.6,1.4634,4116217,0.6962,-13722908,17839125,-4116217,
603013,亚普股份,14.4,0.5587,4111766,9.6137,1781189,2330577,-4111766,
600328,中盐化工,5.79,2.6596,4111561,3.1348,6277213,-2165652,-4111561,
002263,大东南,3.28,1.8634,4107799,2.2152,3722742,385057,-4107799,
688337,普源精电,47.65,8.0744,4102495,1.0559,8671057,-4568562,-4102495,
002497,雅化集团,16.79,1.0837,4102200,1.1821,7631024,-3528824,-4102200,
002791,坚朗五金,15.29,5.5939,4087841,4.2462,-1301310,5389151,-4087841,
603605,珀莱雅,56.89,1.8986,4085476,1.1348,9061924,-4976448,-4085476,
601636,旗滨集团,5.74,3.2374,4079427,0.7183,25403225,-21323798,-4079427,
600661,昂立教育,8.83,4.745,4077987,6.2421,0,4077987,-4077987,
002037,保利联合,7.04,4.2963,4069604,9.3705,2120942,1948662,-4069604,
300972,万辰集团,163.62,-3.4918,4054667,0.6787,23690048,-19635381,-4054667,
002233,塔牌集团,7.13,0.0,4046618,5.5191,-864108,4910726,-4046618,
300936,中英科技,82.78,2.7812,4044371,1.4339,-2212768,6257139,-4044371,
001393,维通利,43.2,-1.5945,4044351,3.2597,-2760221,6804572,-4044351,
600268,国电南自,10.49,1.0597,4029807,4.615,-285870,4315677,-4029807,
300335,迪森股份,5.6,1.4493,4028325,8.7648,0,4028325,-4028325,
688296,和达科技,26.5,-0.2259,4026105,1.6272,-4765940,8792045,-4026105,
300652,雷迪克,27.05,0.9328,4017601,2.8952,3734541,283060,-4017601,
002454,松芝股份,5.1,2.6157,4014796,6.4381,-1508172,5522968,-4014796,
002862,实丰文化,15.83,2.9259,4004930,5.6037,2980585,1024345,-4004930,
688781,视涯科技-UW,43.29,9.1528,3999414,2.171,14463882,-10464468,-3999414,
002897,意华股份,70.52,0.5848,3995337,0.2953,78135769,-74140432,-3995337,
002076,星光股份,2.17,1.8779,3992224,7.4831,557976,3434248,-3992224,
002256,兆新股份,3.28,1.8634,3991017,3.602,3692530,298487,-3991017,
600639,浦东金桥,9.92,0.7107,3983897,4.7953,548736,3435161,-3983897,
600020,中原高速,3.84,0.5236,3981883,10.6099,2544768,1437115,-3981883,
601608,中信重工,4.77,0.8457,3980480,3.2341,-293172,4273652,-3980480,
300888,稳健医疗,29.61,2.9913,3975338,4.0013,3758234,217104,-3975338,
688479,友车科技,34.78,1.1047,3972261,10.0234,-1536556,5508817,-3972261,
301488,豪恩汽电,92.32,-0.8591,3956847,5.6737,3356954,599893,-3956847,
002616,长青集团,4.9,0.823,3943652,13.679,1369200,2574452,-3943652,
300813,泰林生物,22.71,4.4618,3943504,4.2767,2815539,1127965,-3943504,
600826,兰生股份,7.85,3.0184,3935318,7.3833,0,3935318,-3935318,
600720,中交设计,5.23,0.9653,3934896,14.4665,2028056,1906840,-3934896,
688733,壹石通,29.22,-0.9827,3925819,3.098,-4862996,8788815,-3925819,
601966,玲珑轮胎,10.52,0.9597,3918678,5.1924,0,3918678,-3918678,
002345,潮宏基,8.98,0.4474,3916744,4.177,-3968,3920712,-3916744,
603444,吉比特,348.91,0.3451,3903861,1.209,-1827467,5731328,-3903861,
301585,蓝宇股份,29.07,1.0779,3864372,13.7229,213991,3650381,-3864372,
600008,首创环保,2.76,0.3636,3859401,2.8173,1168550,2690851,-3859401,
600299,安迪苏,8.55,3.1363,3854003,1.6178,2333726,1520277,-3854003,
002530,金财互联,7.25,1.3986,3850160,7.764,1122597,2727563,-3850160,
301607,富特科技,44.18,-0.6521,3849542,1.1925,-3623930,7473472,-3849542,
002626,金达威,16.77,3.9678,3844833,5.3504,212516,3632317,-3844833,
688326,经纬恒润-W,58.55,0.1882,3835479,6.1993,786640,3048839,-3835479,
603201,常润股份,15.52,2.5099,3828878,8.0354,0,3828878,-3828878,
300129,泰胜风能,7.76,0.6485,3828668,1.7502,-1004238,4832906,-3828668,
002993,奥海科技,36.32,-0.4932,3806840,2.0681,7078844,-3272004,-3806840,
603198,迎驾贡酒,38.77,2.6476,3806181,2.3947,3390749,415432,-3806181,
300841,康华生物,54.33,5.3928,3804149,1.5214,8114915,-4310766,-3804149,
002563,森马服饰,5.44,0.1842,3803071,4.1338,1099031,2704040,-3803071,
000501,武商集团,7.33,2.805,3800716,6.0224,-1765049,5565765,-3800716,
002395,双象股份,12.62,1.5286,3798721,10.459,1140300,2658421,-3798721,
003007,直真科技,41.3,3.25,3798308,4.7503,1040867,2757441,-3798308,
001914,招商积余,9.17,2.9181,3793256,4.1093,3787003,6253,-3793256,
300057,万顺新材,6.61,1.0703,3792254,3.1284,7366432,-3574178,-3792254,
600867,通化东宝,7.96,1.4013,3782290,2.9336,5653213,-1870923,-3782290,
000738,航发控制,19.63,2.453,3781906,1.1641,-976958,4758864,-3781906,
000571,新大洲A,6.65,1.5267,3780239,2.2691,6064748,-2284509,-3780239,
688667,菱电电控,98.39,-0.2029,3775471,6.7758,1305070,2470401,-3775471,
601908,京运通,2.99,0.6734,3774950,4.637,2785709,989241,-3774950,
688662,富信科技,107.9,12.513,3770688,0.2279,24861376,-21090688,-3770688,
002601,龙佰集团,15.41,0.7848,3766210,2.2223,1818286,1947924,-3766210,
300824,北鼎股份,7.84,2.7523,3759339,14.3049,2099282,1660057,-3759339,
600790,轻纺城,3.68,1.3774,3756044,3.0106,1592794,2163250,-3756044,
688571,杭华股份,8.51,3.4022,3736877,8.5925,0,3736877,-3736877,
002540,亚太科技,5.02,1.006,3735019,10.5688,0,3735019,-3735019,
603992,松霖科技,20.14,0.5492,3733628,5.5709,2765908,967720,-3733628,
600712,南宁百货,5.89,10.0935,3731167,0.8866,11843051,-8111884,-3731167,
600930,华电新能,3.98,0.2519,3725123,1.0636,-2306455,6031578,-3725123,
603383,顶点软件,27.44,1.5168,3709123,5.7488,-3210049,6919172,-3709123,
002302,西部建设,4.75,1.9313,3677565,14.2597,0,3677565,-3677565,
300190,维尔利,3.85,1.5831,3676351,9.0617,3360395,315956,-3676351,
603213,镇洋发展,13.55,0.4448,3675336,19.9964,1351000,2324336,-3675336,
002363,隆基机械,6.88,2.6866,3667105,10.6819,1092800,2574305,-3667105,
688597,煜邦电力,6.57,6.3107,3655799,6.3513,0,3655799,-3655799,
001225,和泰机电,50.07,7.1474,3649225,4.3761,-5000,3654225,-3649225,
002182,宝武镁业,11.67,1.039,3648640,4.7281,3763001,-114361,-3648640,
605365,立达信,14.51,3.2006,3641921,2.8114,3607614,34307,-3641921,
000037,深南电A,9.49,0.9574,3637493,3.1453,1159685,2477808,-3637493,
300134,大富科技,8.6,2.1378,3634274,5.3071,0,3634274,-3634274,
688593,新相微,30.85,-0.8995,3625886,1.3442,-6010431,9636317,-3625886,
600803,新奥股份,18.82,0.8034,3625413,3.3753,1015300,2610113,-3625413,
000885,城发环境,11.8,0.5111,3614765,12.728,910643,2704122,-3614765,
300552,万集科技,20.8,0.9709,3612829,6.111,0,3612829,-3612829,
301231,荣信文化,29.33,4.303,3611456,1.476,-5773240,9384696,-3611456,
000551,创元科技,12.45,0.7282,3593456,3.1552,4332827,-739371,-3593456,
002401,中远海科,12.27,1.4888,3592878,11.1963,0,3592878,-3592878,
301138,华研精机,30.27,8.8849,3582504,4.7375,1315731,2266773,-3582504,
601788,光大证券,14.07,0.9326,3577186,1.7517,-8562467,12139653,-3577186,
002557,洽洽食品,18.11,0.667,3567929,4.832,2331764,1236165,-3567929,
002286,保龄宝,7.95,3.2468,3563818,2.8738,3227230,336588,-3563818,
300815,玉禾田,15.81,1.8686,3563799,2.3594,-1229469,4793268,-3563799,
605378,野马电池,14.97,0.944,3563784,4.5996,1210056,2353728,-3563784,
603086,先达股份,5.94,3.4843,3540711,5.5065,1036600,2504111,-3540711,
001388,信通电子,20.76,2.0649,3540560,4.7524,1650503,1890057,-3540560,
605588,冠石科技,47.16,0.1274,3539589,8.2335,3106314,433275,-3539589,
605166,聚合顺,8.72,5.4414,3536809,5.2836,270630,3266179,-3536809,
301120,新特电气,15.17,1.8805,3525221,4.0637,1715636,1809585,-3525221,
301290,东星医疗,28.39,3.8785,3523538,6.3728,1008474,2515064,-3523538,
301636,泽润新能,39.69,4.2006,3519016,6.9422,1142062,2376954,-3519016,
603130,云中马,38.5,0.3127,3516318,9.2877,2910313,606005,-3516318,
603733,仙鹤股份,19.28,1.1542,3512909,2.8961,4191732,-678823,-3512909,
603590,康辰药业,29.88,3.75,3510936,4.8783,641223,2869713,-3510936,
601158,重庆水务,4.02,0.2494,3509858,11.6568,1873222,1636636,-3509858,
603719,良品铺子,9.1,3.1746,3505009,10.1477,0,3505009,-3505009,
300120,经纬辉开,7.43,-3.2552,3498150,0.9982,-14369182,17867332,-3498150,
002276,万马股份,10.16,1.2961,3493834,3.1037,595537,2898297,-3493834,
301118,恒光股份,23.78,3.4363,3488227,5.8973,4830,3483397,-3488227,
688203,海正生材,19.55,10.6395,3481854,1.0922,-2791518,6273372,-3481854,
603681,永冠新材,19.66,1.9181,3461384,2.1042,-925436,4386820,-3461384,
603124,江南新材,129.88,-2.0365,3460413,0.5305,-11383005,14843418,-3460413,
603004,鼎龙科技,19.13,2.0267,3457431,9.3067,0,3457431,-3457431,
002789,*ST建艺,13.78,-1.4306,3454673,10.7522,-1482534,4937207,-3454673,
301016,雷尔伟,15.87,7.1573,3451151,3.7472,-2708711,6159862,-3451151,
688348,昱能科技,30.28,0.3979,3450893,9.9164,0,3450893,-3450893,
600152,维科技术,7.94,-0.6258,3449764,3.6544,-4452500,7902264,-3449764,
688078,龙软科技,30.32,4.6961,3442050,4.2621,-1196070,4638120,-3442050,
300278,华昌达,3.68,4.5455,3438827,3.1897,3732594,-293767,-3438827,
002652,扬子新材,4.79,3.4557,3437131,4.5309,3275397,161734,-3437131,
002526,山东矿机,2.67,1.1364,3435557,6.207,4520002,-1084445,-3435557,
300565,科信技术,10.1,1.8145,3432267,4.5358,890578,2541689,-3432267,
001360,南矿集团,21.28,3.5019,3430185,2.0216,-5860230,9290415,-3430185,
301360,荣旗科技,64.5,1.3354,3418920,2.2241,1272129,2146791,-3418920,
300284,苏交科,5.15,0.9804,3413933,7.1933,1087768,2326165,-3413933,
600038,中直股份,27.57,1.9224,3405623,2.4296,-1835560,5241183,-3405623,
688510,航亚科技,25.45,3.8352,3396433,1.8384,4937745,-1541312,-3396433,
000883,湖北能源,4.44,0.0,3394582,4.3762,7173941,-3779359,-3394582,
300466,赛摩智能,7.16,1.273,3393743,9.2422,1417149,1976594,-3393743,
600928,西安银行,3.5,0.0,3388725,4.9098,3022689,366036,-3388725,
301050,雷电微力,27.95,1.0484,3384414,4.2873,0,3384414,-3384414,
002707,众信旅游,5.24,2.544,3383527,3.6308,1551890,1831637,-3383527,
300036,超图软件,10.3,1.7787,3376462,4.8228,1969612,1406850,-3376462,
601865,福莱特,9.45,1.7223,3371870,3.589,2459193,912677,-3371870,
002745,木林森,12.32,0.7359,3368073,0.6609,12754830,-9386757,-3368073,
300627,华测导航,26.67,0.9845,3364889,3.0512,-6151869,9516758,-3364889,
301328,维峰电子,53.1,0.6826,3363157,3.2792,-1702832,5065989,-3363157,
000629,钒钛股份,2.92,1.0381,3355982,1.8507,6291855,-2935873,-3355982,
003037,三和管桩,5.83,2.2807,3352881,16.0195,1719200,1633681,-3352881,
002490,山东墨龙,7.35,0.5472,3349586,1.9069,1470406,1879180,-3349586,
300989,蕾奥规划,15.85,0.6349,3337339,2.9474,999033,2338306,-3337339,
688330,宏力达,36.86,1.3751,3334848,6.8845,345979,2988869,-3334848,
600207,安彩高科,4.93,2.2822,3317286,1.7785,-3495956,6813242,-3317286,
300893,松原安全,13.94,1.7518,3315050,3.0638,1023839,2291211,-3315050,
603966,法兰泰克,7.54,3.0055,3295770,5.2531,1644325,1651445,-3295770,
301337,亚华电子,28.3,8.888,3284605,3.5036,3062192,222413,-3284605,
605598,上海港湾,25.37,1.4394,3277842,5.5831,1706708,1571134,-3277842,
605088,冠盛股份,24.54,1.405,3273983,0.9114,-1869191,5143174,-3273983,
002122,ST汇洲,2.8,1.4493,3271065,11.5504,1651635,1619430,-3271065,
603797,联泰环保,4.9,5.8315,3253148,4.8202,1019339,2233809,-3253148,
002512,ST达华,4.03,0.75,3250851,4.9398,1801591,1449260,-3250851,
301053,远信工业,36.24,-0.2752,3244762,5.236,-848937,4093699,-3244762,
