code,name,price,pct,amount,turnover,mktcap,float_cap,main_net,main_pct,xl_net,l_net,m_net,s_net
600660,福耀玻璃,54.14,0.8569,423300000.0,0.39,141292000000.0,108442000000.0,14138642,3.3401,5931574,8207068,-14138642,
603066,音飞储存,9.5,4.9724,92100000.0,3.33,2795000000.0,2795000000.0,14129243,15.3412,4202244,9926999,-14129243,
600730,*ST高科,9.31,2.1954,130470000.0,2.46,5462000000.0,5462000000.0,14043507,10.7638,2144392,11899115,-14043507,
000683,博源化工,5.78,1.4035,266350000.0,1.39,21483000000.0,19297000000.0,13969534,5.2448,2379065,11590469,-13969534,
601398,工商银行,8.11,0.4957,1875100000.0,0.09,2890455000000.0,2186555000000.0,13954288,0.7442,9122368,4831920,-13954288,
603351,威尔药业,27.34,7.9779,138940000.0,3.79,3703000000.0,3703000000.0,13951044,10.0411,6612774,7338270,-13951044,
600529,山东药玻,18.72,1.5735,110040000.0,0.89,12423000000.0,12423000000.0,13934810,12.6634,9110754,4824056,-13934810,
000090,天健集团,3.65,3.1073,145700000.0,2.16,6820000000.0,6820000000.0,13928819,9.5599,11168084,2760735,-13928819,
002055,ST得润,6.96,4.5045,124210000.0,3.04,4207000000.0,4110000000.0,13918038,11.2052,10870426,3047612,-13918038,
688353,华盛锂电,83.59,-0.6419,254840000.0,1.9,13333000000.0,13333000000.0,13907554,5.4574,1525678,12381876,-13907554,
600061,国投资本,6.33,1.6051,211910000.0,0.53,40475000000.0,40475000000.0,13853680,6.5375,1218761,12634919,-13853680,
000089,深圳机场,6.65,2.9412,149840000.0,1.11,13638000000.0,13638000000.0,13836265,9.234,11190653,2645612,-13836265,
300434,金石亚药,12.46,1.7143,740510000.0,17.4,5006000000.0,4278000000.0,13829149,1.8675,-2992842,16821991,-13829149,
300853,申昊科技,31.27,6.4329,326020000.0,10.53,4595000000.0,3074000000.0,13815720,4.2377,15387390,-1571670,-13815720,
301072,中捷精工,51.0,0.1768,408220000.0,11.84,5348000000.0,3464000000.0,13758938,3.3705,17806307,-4047369,-13758938,
002674,兴业科技,20.2,2.9562,253640000.0,4.25,5970000000.0,5910000000.0,13744808,5.419,2577893,11166915,-13744808,
301227,森鹰窗业,35.46,6.0407,112060000.0,4.38,4662000000.0,2621000000.0,13728681,12.2512,5664112,8064569,-13728681,
002274,华昌化工,6.26,5.2101,245400000.0,4.27,5962000000.0,5871000000.0,13637985,5.5575,18850570,-5212585,-13637985,
688177,百奥泰,19.36,12.5581,185070000.0,2.38,8017000000.0,8017000000.0,13625630,7.3624,13530274,95356,-13625630,
301307,美利信,60.62,-0.5251,425980000.0,6.4,12767000000.0,6621000000.0,13586315,3.1894,-13199991,26786306,-13586315,
688720,艾森股份,68.99,1.9356,288030000.0,5.33,8461000000.0,5394000000.0,13560188,4.7079,10470453,3089735,-13560188,
605398,新炬网络,21.48,5.2425,146780000.0,4.21,3495000000.0,3495000000.0,13557735,9.2368,6619484,6938251,-13557735,
301345,涛涛车业,243.91,1.3378,174500000.0,2.04,26598000000.0,8575000000.0,13508761,7.7414,-244271,13753032,-13508761,
603716,塞力医疗,16.9,4.5145,230530000.0,6.06,3816000000.0,3816000000.0,13479385,5.8471,6210233,7269152,-13479385,
300505,川金诺,19.8,2.6971,338490000.0,7.93,5442000000.0,4303000000.0,13478448,3.9819,2279109,11199339,-13478448,
301680,固德电材,106.78,-0.1776,152070000.0,7.97,8841000000.0,1893000000.0,13470168,8.8579,1723842,11746326,-13470168,
688292,浩瀚深度,22.17,-3.6924,333580000.0,9.53,3511000000.0,3511000000.0,13468065,4.0374,-2499817,15967882,-13468065,
600702,舍得酒业,33.7,2.5875,201270000.0,1.82,11191000000.0,11187000000.0,13462121,6.6886,2129630,11332491,-13462121,
002264,新华都,7.66,4.2177,606630000.0,12.37,5514000000.0,4986000000.0,13457476,2.2184,14219118,-761642,-13457476,
688079,美迪凯,17.34,2.9691,391850000.0,5.52,7140000000.0,7034000000.0,13449801,3.4324,162867,13286934,-13449801,
002520,日发精机,6.41,2.8892,142280000.0,3.12,4809000000.0,4599000000.0,13416377,9.4296,9330634,4085743,-13416377,
603171,税友股份,39.81,1.7118,284010000.0,1.77,16158000000.0,16158000000.0,13396820,4.717,13340851,55969,-13396820,
688297,中无人机,44.0,1.7576,399350000.0,1.33,29700000000.0,29700000000.0,13351091,3.3432,-2596227,15947318,-13351091,
300469,信息发展,51.6,4.4112,309800000.0,2.46,12809000000.0,12803000000.0,13320841,4.2998,-12452515,25773356,-13320841,
300814,中富电路,143.76,-1.4059,850640000.0,3.09,27520000000.0,27520000000.0,13273055,1.5604,-5526730,18799785,-13273055,
001208,华菱线缆,14.43,2.3404,186980000.0,4.1,9211000000.0,4599000000.0,13253141,7.088,5760973,7492168,-13253141,
300222,科大智能,10.28,0.9823,162550000.0,2.43,8041000000.0,6704000000.0,13239312,8.1448,4346367,8892945,-13239312,
301110,青木科技,36.08,1.2346,86020000.0,2.62,4674000000.0,3284000000.0,13210098,15.357,5312952,7897146,-13210098,
688552,航天南湖,32.06,3.6199,122830000.0,1.16,10812000000.0,10812000000.0,13146765,10.7032,2930481,10216284,-13146765,
002537,海联金汇,5.93,3.1304,169490000.0,2.47,6959000000.0,6941000000.0,13132518,7.7483,6405014,6727504,-13132518,
000596,古井贡酒,95.46,1.7914,258360000.0,0.67,50460000000.0,39005000000.0,13128369,5.0814,2077190,11051179,-13128369,
002226,江南化工,5.34,4.7059,384540000.0,2.71,14145000000.0,14145000000.0,13121605,3.4123,9120469,4001136,-13121605,
002279,久其软件,6.86,1.0309,189920000.0,3.5,5915000000.0,5461000000.0,13114204,6.9051,2367306,10746898,-13114204,
600688,上海石化,2.84,1.4286,155960000.0,0.75,29941000000.0,20814000000.0,13088096,8.392,6676426,6411670,-13088096,
603151,邦基科技,18.35,10.012,75680000.0,2.48,3143000000.0,3143000000.0,13086215,17.2915,9462979,3623236,-13086215,
300736,百邦科技,34.35,5.3035,218900000.0,5.21,4395000000.0,4290000000.0,13074611,5.9729,8069177,5005434,-13074611,
002375,亚厦股份,3.89,4.0107,87660000.0,1.7,5213000000.0,5178000000.0,13046866,14.8835,2182949,10863917,-13046866,
600366,宁波韵升,11.43,1.7809,269090000.0,2.15,12562000000.0,12562000000.0,13030856,4.8426,19015394,-5984538,-13030856,
002726,ST龙大,2.54,6.7227,124820000.0,3.69,3457000000.0,3455000000.0,13022534,10.4331,1489746,11532788,-13022534,
600425,青松建化,3.68,3.0812,54820000.0,0.94,5905000000.0,5905000000.0,12994989,23.7048,7333935,5661054,-12994989,
600985,淮北矿业,16.71,1.6423,271290000.0,0.61,45004000000.0,45004000000.0,12991365,4.7887,1834403,11156962,-12991365,
002150,正泰电源,21.18,-0.2825,130970000.0,1.71,7643000000.0,7593000000.0,12987632,9.9165,5111112,7876520,-12987632,
600927,永安期货,12.64,2.8478,86980000.0,0.48,18334000000.0,18334000000.0,12879481,14.8074,9460432,3419049,-12879481,
002564,天沃科技,4.95,1.227,108930000.0,2.59,4252000000.0,4252000000.0,12851060,11.7975,3687648,9163412,-12851060,
603058,永吉股份,9.11,3.9954,96970000.0,2.58,3778000000.0,3778000000.0,12837623,13.2388,5789307,7048316,-12837623,
603127,昭衍新药,46.74,2.1416,1985510000.0,6.76,35025000000.0,29339000000.0,12836522,0.6465,-4932566,17769088,-12836522,
000950,重药控股,5.34,2.4952,121880000.0,1.34,9146000000.0,9146000000.0,12827648,10.5248,7175627,5652021,-12827648,
601633,长城汽车,14.04,-0.0712,189750000.0,0.22,120442000000.0,87234000000.0,12806839,6.7493,8955676,3851163,-12806839,
688283,坤恒顺维,30.85,12.8796,144800000.0,3.87,3758000000.0,3758000000.0,12736562,8.796,4795545,7941017,-12736562,
601828,美凯龙,2.25,4.6512,147830000.0,1.86,9796000000.0,8128000000.0,12713702,8.6002,12778825,-65123,-12713702,
688151,华强科技,17.42,4.3739,88560000.0,1.49,6001000000.0,6001000000.0,12628516,14.2598,1567890,11060626,-12628516,
688383,新益昌,142.23,-0.0492,265960000.0,1.83,14457000000.0,14457000000.0,12591463,4.7343,-4681003,17272466,-12591463,
600273,嘉化能源,6.38,0.6309,71880000.0,0.86,8366000000.0,8366000000.0,12533194,17.4363,913759,11619435,-12533194,
000589,贵州轮胎,4.27,0.7075,81130000.0,1.24,6637000000.0,6593000000.0,12529721,15.444,4856998,7672723,-12529721,
600079,ST人福,18.78,1.7335,146080000.0,0.51,30653000000.0,28981000000.0,12528857,8.5767,12615475,-86618,-12528857,
601901,方正证券,6.91,1.1713,230780000.0,0.41,56884000000.0,56884000000.0,12442898,5.3917,19955064,-7512166,-12442898,
605060,联德股份,41.1,3.7879,214610000.0,2.19,9888000000.0,9818000000.0,12409983,5.7826,-5758994,18168977,-12409983,
300872,天阳科技,15.9,4.8813,214280000.0,3.26,7761000000.0,6710000000.0,12407465,5.7903,-1126071,13533536,-12407465,
600395,盘江股份,5.17,2.7833,182130000.0,1.65,11098000000.0,11098000000.0,12398358,6.8074,-600729,12999087,-12398358,
002474,榕基软件,6.5,2.5237,108730000.0,3.13,4044000000.0,3492000000.0,12364662,11.3719,1190608,11174054,-12364662,
002793,罗欣药业,4.93,6.71,202900000.0,3.86,5362000000.0,5354000000.0,12362829,6.0931,8710551,3652278,-12362829,
300457,赢合科技,21.52,-2.9319,315140000.0,2.27,13882000000.0,13851000000.0,12325264,3.911,-4596767,16922031,-12325264,
688520,神州细胞,34.71,2.9665,106480000.0,0.7,16325000000.0,15458000000.0,12313321,11.564,4227126,8086195,-12313321,
002510,天汽模,5.84,0.3436,138150000.0,2.34,5928000000.0,5928000000.0,12300135,8.9035,1179928,11120207,-12300135,
600129,太极集团,14.0,4.0119,211380000.0,2.77,7720000000.0,7720000000.0,12262758,5.8013,2432668,9830090,-12262758,
002756,永兴材料,41.16,0.5619,299500000.0,1.85,22189000000.0,16206000000.0,12251778,4.0907,2634563,9617215,-12251778,
301091,深城交,19.95,3.3679,130850000.0,1.26,10519000000.0,10519000000.0,12240366,9.3545,4378637,7861729,-12240366,
688563,航材股份,56.12,1.2996,102810000.0,1.35,25218000000.0,7607000000.0,12204862,11.8713,3542100,8662762,-12204862,
300154,瑞凌股份,14.27,1.9286,194830000.0,4.37,6415000000.0,4500000000.0,12166950,6.2449,1883151,10283799,-12166950,
301548,崇德科技,56.75,4.4735,123980000.0,6.5,4937000000.0,1914000000.0,12104888,9.7636,3113371,8991517,-12104888,
688088,虹软科技,29.62,-0.1349,119270000.0,1.0,11883000000.0,11883000000.0,12097802,10.1432,2579888,9517914,-12097802,
600797,浙大网新,6.72,1.6641,87310000.0,1.27,6905000000.0,6905000000.0,12059594,13.8124,5979609,6079985,-12059594,
688046,药康生物,36.78,4.2517,456340000.0,3.04,15087000000.0,15087000000.0,12051142,2.6408,15489746,-3438604,-12051142,
002117,东港股份,7.88,3.0065,73240000.0,1.8,4127000000.0,4126000000.0,12050239,16.4531,7965442,4084797,-12050239,
301122,采纳股份,53.28,7.2248,307290000.0,7.74,6513000000.0,4030000000.0,12041776,3.9187,-3635635,15677411,-12041776,
300215,电科院,6.55,3.3123,90290000.0,1.87,4907000000.0,4907000000.0,11988193,13.2774,5626539,6361654,-11988193,
601021,春秋航空,41.94,0.0955,205500000.0,0.5,41031000000.0,41031000000.0,11984550,5.8319,10874635,1109915,-11984550,
301008,宏昌科技,52.09,15.2179,1203290000.0,19.99,6822000000.0,6024000000.0,11970122,0.9948,60468122,-48498000,-11970122,
688010,福光股份,28.32,1.8705,119740000.0,2.64,4547000000.0,4547000000.0,11962843,9.9907,2761352,9201491,-11962843,
000910,大亚圣象,6.26,10.0176,302080000.0,9.09,3427000000.0,3426000000.0,11960994,3.9595,6711738,5249256,-11960994,
601009,南京银行,11.82,0.1695,446210000.0,0.31,146137000000.0,146137000000.0,11899376,2.6668,23139617,-11240241,-11899376,
600744,华银电力,6.58,2.9734,689880000.0,5.2,13365000000.0,13365000000.0,11871130,1.7208,23851731,-11980601,-11871130,
600515,海南机场,2.8,1.8182,254560000.0,1.0,31991000000.0,25693000000.0,11794400,4.6332,8980030,2814370,-11794400,
002230,科大讯飞,38.81,0.8576,572750000.0,0.68,93225000000.0,84993000000.0,11777808,2.0564,14957839,-3180031,-11777808,
601607,上海医药,16.09,1.195,177330000.0,0.4,59668000000.0,44878000000.0,11754459,6.6286,5583681,6170778,-11754459,
600682,南京新百,5.97,7.1813,247250000.0,3.61,8030000000.0,6949000000.0,11720269,4.7403,23462751,-11742482,-11720269,
601225,陕西煤业,25.7,1.9841,784430000.0,0.32,249161000000.0,249161000000.0,11713989,1.4933,12493465,-779476,-11713989,
688590,新致软件,12.25,5.6034,93660000.0,2.78,3833000000.0,3449000000.0,11687217,12.4783,44844,11642373,-11687217,
600348,华阳股份,9.13,2.1253,228880000.0,0.7,32936000000.0,32936000000.0,11638237,5.0849,16620254,-4982017,-11638237,
300780,德恩精工,20.53,5.2821,152570000.0,6.96,3011000000.0,2212000000.0,11620146,7.6163,7443514,4176632,-11620146,
002171,楚江新材,10.82,0.7449,570460000.0,3.25,17560000000.0,17477000000.0,11618576,2.0367,11551678,66898,-11618576,
300436,广生堂,88.9,2.7033,330230000.0,2.72,14938000000.0,12155000000.0,11612770,3.5166,11117115,495655,-11612770,
603010,万盛股份,12.78,3.987,151520000.0,2.09,7477000000.0,7295000000.0,11608736,7.6615,4591812,7016924,-11608736,
002194,武汉凡谷,11.18,1.6364,448280000.0,7.86,7639000000.0,5754000000.0,11602354,2.5882,19208321,-7605967,-11602354,
600989,宝丰能源,23.7,0.4663,1005250000.0,0.58,173801000000.0,173801000000.0,11526116,1.1466,-7180311,18706427,-11526116,
300002,神州泰岳,8.09,1.761,213830000.0,1.43,15914000000.0,14975000000.0,11507512,5.3816,13542765,-2035253,-11507512,
601800,中国交建,5.88,0.6849,102780000.0,0.15,95337000000.0,68930000000.0,11493948,11.1831,15572616,-4078668,-11493948,
600828,茂业商业,4.42,4.0,150770000.0,1.99,7655000000.0,7653000000.0,11481948,7.6155,4708191,6773757,-11481948,
688299,长阳科技,13.7,4.4207,127310000.0,3.23,3937000000.0,3937000000.0,11465446,9.0059,0,11465446,-11465446,
300532,今天国际,7.44,6.1341,102870000.0,2.32,4729000000.0,4498000000.0,11452803,11.1333,1855407,9597396,-11452803,
002757,南兴股份,18.05,1.9774,220900000.0,4.33,5333000000.0,5130000000.0,11417912,5.1688,7635878,3782034,-11417912,
603679,华体科技,26.76,4.5313,404170000.0,8.54,4755000000.0,4755000000.0,11393896,2.8191,5498076,5895820,-11393896,
600683,京投发展,9.99,3.6307,226130000.0,3.11,7400000000.0,7400000000.0,11390300,5.0371,2983815,8406485,-11390300,
002291,遥望科技,5.64,1.9892,158900000.0,3.27,5233000000.0,4902000000.0,11378123,7.1606,-3435179,14813302,-11378123,
300608,思特奇,10.19,5.2686,174380000.0,5.63,3546000000.0,3101000000.0,11356830,6.5127,1795464,9561366,-11356830,
600153,建发股份,8.5,1.5532,221950000.0,0.91,24646000000.0,24646000000.0,11301617,5.092,8042860,3258757,-11301617,
603121,华培动力,12.86,4.2139,120480000.0,2.76,4354000000.0,4354000000.0,11296426,9.3762,-1280127,12576553,-11296426,
000504,南华生物,11.01,9.99,58780000.0,1.62,3634000000.0,3624000000.0,11274559,19.1809,28212343,-16937784,-11274559,
600221,海航控股,1.25,0.8065,309810000.0,0.58,54020000000.0,53557000000.0,11263866,3.6357,54604589,-43340723,-11263866,
600293,三峡新材,3.47,3.8922,423910000.0,10.56,4026000000.0,4026000000.0,11261091,2.6565,14260909,-2999818,-11261091,
688270,ST臻镭,57.66,0.418,223700000.0,1.29,17270000000.0,17270000000.0,11259642,5.0334,3432759,7826883,-11259642,
301090,华润材料,7.24,5.0798,82050000.0,0.78,10650000000.0,10650000000.0,11250251,13.7115,7032583,4217668,-11250251,
603166,福达股份,11.25,1.9946,111450000.0,1.56,7264000000.0,7208000000.0,11213573,10.0615,1304168,9909405,-11213573,
603128,华贸物流,5.49,3.1955,86240000.0,1.21,7187000000.0,7187000000.0,11207933,12.9962,1960336,9247597,-11207933,
600859,王府井,10.0,2.8807,160870000.0,1.45,11239000000.0,11238000000.0,11206275,6.966,5050900,6155375,-11206275,
601000,唐山港,4.47,0.0,170120000.0,0.65,26489000000.0,26489000000.0,11171030,6.5666,-1404972,12576002,-11171030,
600635,大众公用,4.62,2.2124,136010000.0,1.22,13640000000.0,11175000000.0,11166229,8.2099,4072324,7093905,-11166229,
688612,威迈斯,36.7,0.5479,194830000.0,2.07,15384000000.0,9421000000.0,11165815,5.7311,-268466,11434281,-11165815,
605090,九丰能源,32.75,0.2449,192950000.0,0.84,23141000000.0,23117000000.0,11124244,5.7654,-5667926,16792170,-11124244,
601699,潞安环能,15.61,2.765,359660000.0,0.78,46696000000.0,46696000000.0,11081314,3.0811,-6702595,17783909,-11081314,
002906,华阳集团,27.78,0.8715,155300000.0,1.07,14582000000.0,14576000000.0,11080233,7.1347,3197688,7882545,-11080233,
300328,宜安科技,12.75,3.3225,386410000.0,4.45,8803000000.0,8771000000.0,11019280,2.8517,6170389,4848891,-11019280,
603396,金辰股份,29.9,5.8782,285430000.0,6.97,4142000000.0,4142000000.0,10910028,3.8223,9428884,1481144,-10910028,
301592,六九一二,117.82,1.5077,195300000.0,7.07,8247000000.0,2752000000.0,10895567,5.5789,834673,10060894,-10895567,
688062,迈威生物-U,28.06,5.4095,278270000.0,4.31,12535000000.0,6461000000.0,10841497,3.896,9528225,1313272,-10841497,
001296,长江材料,20.23,4.7644,108260000.0,6.62,3026000000.0,1638000000.0,10813006,9.988,2536400,8276606,-10813006,
002125,湘潭电化,12.24,1.157,123020000.0,1.6,7705000000.0,7705000000.0,10778338,8.7615,7092422,3685916,-10778338,
601162,天风证券,3.69,1.6529,520750000.0,1.65,37173000000.0,31727000000.0,10767551,2.0677,-10685346,21452897,-10767551,
600256,广汇能源,7.07,5.2083,1170190000.0,2.63,45191000000.0,45191000000.0,10754343,0.919,-28397966,39152309,-10754343,
002019,亿帆医药,9.63,2.7748,112600000.0,1.4,11714000000.0,8113000000.0,10734705,9.5335,4793801,5940904,-10734705,
601188,龙江交通,2.91,1.7483,38070000.0,1.01,3799000000.0,3799000000.0,10719441,28.1572,3710090,7009351,-10719441,
300128,锦富技术,5.15,2.1825,118700000.0,1.79,6690000000.0,6681000000.0,10673995,8.9924,2505834,8168161,-10673995,
601958,金钼股份,20.93,2.3472,637600000.0,0.95,67533000000.0,67533000000.0,10641090,1.6689,35561681,-24920591,-10641090,
002153,石基信息,7.75,2.3778,104840000.0,0.85,21151000000.0,12398000000.0,10639176,10.148,9806300,832876,-10639176,
002782,可立克,15.5,1.9066,137480000.0,1.83,7673000000.0,7591000000.0,10597389,7.7083,3558097,7039292,-10597389,
000156,华数传媒,7.17,1.9915,143540000.0,1.18,13286000000.0,12188000000.0,10569688,7.3636,6993358,3576330,-10569688,
300827,上能电气,25.87,0.8184,269490000.0,2.4,14402000000.0,11293000000.0,10565777,3.9207,396271,10169506,-10565777,
002498,汉缆股份,6.64,0.9119,442370000.0,2.02,22090000000.0,22090000000.0,10544694,2.3837,-327581,10872275,-10544694,
603859,能科科技,39.05,1.0349,226020000.0,2.37,10403000000.0,9555000000.0,10530681,4.6592,-1209271,11739952,-10530681,
603919,金徽酒,16.83,3.7608,100460000.0,1.2,8537000000.0,8537000000.0,10525505,10.4773,5103168,5422337,-10525505,
000937,冀中能源,4.5,2.0408,188500000.0,1.12,17491000000.0,16995000000.0,10520790,5.5813,2029552,8491238,-10520790,
600486,扬农化工,53.74,2.5573,167860000.0,0.78,21717000000.0,21717000000.0,10493173,6.2511,2251945,8241228,-10493173,
601766,中国中车,6.08,1.3333,554160000.0,0.38,174489000000.0,147913000000.0,10450745,1.8859,17287836,-6837091,-10450745,
300039,上海凯宝,5.3,4.5365,148770000.0,3.09,5544000000.0,4858000000.0,10431136,7.0116,9214246,1216890,-10431136,
300316,晶盛机电,42.08,-1.4981,324730000.0,0.62,55105000000.0,51824000000.0,10418238,3.2083,3924590,6493648,-10418238,
300755,华致酒行,11.91,5.6788,116770000.0,2.4,4964000000.0,4961000000.0,10367429,8.8785,-384543,10751972,-10367429,
688775,影石创新,94.87,-2.4473,440400000.0,1.78,38043000000.0,24605000000.0,10364709,2.3535,-6958602,17323311,-10364709,
300723,一品红,34.83,3.1389,257540000.0,1.77,15732000000.0,14601000000.0,10315195,4.0053,7622596,2692599,-10315195,
600567,山鹰国际,1.35,0.7463,80830000.0,0.97,8377000000.0,8377000000.0,10306801,12.7512,10244971,61830,-10306801,
603983,丸美生物,30.77,4.9096,186980000.0,1.54,12339000000.0,12339000000.0,10291534,5.5041,-3036548,13328082,-10291534,
600645,中源协和,19.05,4.7279,214300000.0,2.43,8914000000.0,8911000000.0,10286112,4.7999,4229424,6056688,-10286112,
002847,盐津铺子,43.98,3.6042,115930000.0,1.1,11883000000.0,10721000000.0,10231806,8.8258,4982378,5249428,-10231806,
688115,思林杰,62.82,-3.5764,190870000.0,3.25,5863000000.0,5863000000.0,10230219,5.3598,3650717,6579502,-10230219,
603160,汇顶科技,53.16,-0.169,183760000.0,0.74,24772000000.0,24772000000.0,10224175,5.5639,8821713,1402462,-10224175,
301321,翰博高新,51.65,5.6886,331770000.0,4.45,9629000000.0,7624000000.0,10218614,3.08,8658218,1560396,-10218614,
002961,瑞达期货,21.46,1.1787,349420000.0,3.44,10235000000.0,10235000000.0,10182336,2.9141,4243148,5939188,-10182336,
600352,浙江龙盛,12.26,4.0747,732740000.0,1.85,39886000000.0,39886000000.0,10178491,1.3891,-17157505,27335996,-10178491,
300009,安科生物,8.33,2.0833,221980000.0,2.17,13917000000.0,10253000000.0,10170261,4.5816,7068080,3102181,-10170261,
600535,天士力,14.07,1.5152,192150000.0,0.92,21020000000.0,21020000000.0,10139285,5.2768,3987509,6151776,-10139285,
688063,派能科技,41.37,-0.7676,191280000.0,1.88,10151000000.0,10151000000.0,10131502,5.2967,7139028,2992474,-10131502,
301591,肯特股份,46.01,3.5562,392690000.0,19.19,5031000000.0,2056000000.0,10123638,2.578,-2274354,12397992,-10123638,
301516,中远通,19.95,2.046,211260000.0,15.19,5600000000.0,1400000000.0,10103747,4.7826,-805000,10908747,-10103747,
688787,海天瑞声,91.35,-0.2729,131780000.0,2.38,5511000000.0,5511000000.0,10088018,7.6552,-2723078,12811096,-10088018,
000031,大悦城,2.37,6.278,228370000.0,2.31,10159000000.0,10159000000.0,10071960,4.4104,15562200,-5490240,-10071960,
000681,视觉中国,16.41,0.5515,259070000.0,2.34,11496000000.0,11095000000.0,10060976,3.8835,-2998245,13059221,-10060976,
603589,口子窖,17.82,1.5385,100500000.0,0.95,10658000000.0,10658000000.0,10056244,10.0062,3461653,6594591,-10056244,
603707,健友股份,7.89,5.7641,161870000.0,1.29,12747000000.0,12747000000.0,10041819,6.2036,10256986,-215167,-10041819,
688502,茂莱光学,445.5,-1.6578,422460000.0,1.79,23523000000.0,23523000000.0,10024645,2.3729,7746898,2277747,-10024645,
301149,隆华新材,9.11,4.7126,141460000.0,4.61,5092000000.0,3098000000.0,10017404,7.0814,1328142,8689262,-10017404,
688401,路维光电,68.86,-1.9926,334370000.0,2.5,14142000000.0,13314000000.0,10011442,2.9941,-8096094,18107536,-10011442,
301051,信濠光电,18.94,5.8101,180230000.0,4.22,5384000000.0,4277000000.0,9976697,5.5355,-1445650,11422347,-9976697,
000525,红太阳,4.72,4.1943,106090000.0,2.07,6150000000.0,5248000000.0,9976545,9.4039,7607597,2368948,-9976545,
002438,江苏神通,13.81,2.6003,85250000.0,1.32,7009000000.0,6475000000.0,9958694,11.6818,8554141,1404553,-9958694,
300793,佳禾智能,12.04,2.906,160090000.0,3.57,4582000000.0,4480000000.0,9934192,6.2054,4497855,5436337,-9934192,
600126,杭钢股份,6.24,0.9709,181090000.0,0.86,21074000000.0,21074000000.0,9929588,5.4832,4753271,5176317,-9929588,
002296,辉煌科技,9.54,2.6911,113670000.0,3.45,3717000000.0,3314000000.0,9888448,8.6993,3734929,6153519,-9888448,
300132,诺斯贝尔,6.38,3.9088,100360000.0,3.13,3296000000.0,3242000000.0,9865641,9.8303,3839531,6026110,-9865641,
300985,致远新能,39.54,3.103,115570000.0,1.58,7375000000.0,7375000000.0,9847754,8.521,1449729,8398025,-9847754,
600104,上汽集团,11.06,-0.3604,370390000.0,0.29,127138000000.0,127138000000.0,9806174,2.6475,6126167,3680007,-9806174,
300542,新晨科技,12.66,4.3693,96750000.0,3.08,3780000000.0,3190000000.0,9798432,10.1276,6644467,3153965,-9798432,
601898,中煤能源,14.27,2.9582,503670000.0,0.39,189201000000.0,130599000000.0,9796346,1.945,-4527142,14323488,-9796346,
600736,苏州高新,6.77,3.5168,178400000.0,2.32,7794000000.0,7794000000.0,9776347,5.48,8782523,993824,-9776347,
603162,海通发展,14.41,2.4893,686080000.0,11.37,19815000000.0,6123000000.0,9764387,1.4232,-6823090,16587477,-9764387,
002612,朗姿股份,17.45,2.0468,158570000.0,3.5,7721000000.0,4561000000.0,9751893,6.1499,4291040,5460853,-9751893,
603156,养元饮品,45.0,1.1236,406200000.0,0.72,56712000000.0,56712000000.0,9737979,2.3973,-8569776,18307755,-9737979,
600971,恒源煤电,8.54,2.3981,109100000.0,1.08,10248000000.0,10248000000.0,9699931,8.8909,6673754,3026177,-9699931,
000920,沃顿科技,12.94,-1.6717,506510000.0,8.26,6116000000.0,6115000000.0,9686467,1.9124,-5850596,15537063,-9686467,
688636,智明达,21.63,4.1908,192950000.0,5.13,3762000000.0,3762000000.0,9675219,5.0144,1328531,8346688,-9675219,
603393,新天然气,25.73,2.5917,140160000.0,1.3,10907000000.0,10907000000.0,9673026,6.9014,10976838,-1303812,-9673026,
300112,万讯自控,11.42,-1.7212,554060000.0,18.01,3655000000.0,3080000000.0,9668627,1.7451,-21414424,31083051,-9668627,
600901,江苏金租,6.67,-0.4478,168680000.0,0.44,38632000000.0,38622000000.0,9660458,5.7271,1033857,8626601,-9660458,
300353,东土科技,16.75,0.2994,130830000.0,1.45,10299000000.0,9054000000.0,9632315,7.3625,10888485,-1256170,-9632315,
002063,远光软件,5.4,0.9346,84240000.0,0.89,10344000000.0,9553000000.0,9631605,11.4335,4823163,4808442,-9631605,
300363,博腾股份,23.96,5.1338,543270000.0,4.6,13021000000.0,11953000000.0,9625573,1.7718,12068386,-2442813,-9625573,
002803,吉宏股份,21.05,2.733,231550000.0,3.72,9639000000.0,6264000000.0,9621677,4.1553,4127991,5493686,-9621677,
688600,皖仪科技,37.58,1.2938,325260000.0,6.48,5062000000.0,5062000000.0,9615509,2.9563,-8152214,17767723,-9615509,
603390,通达电气,11.07,2.595,151800000.0,3.96,3893000000.0,3886000000.0,9599322,6.3237,3924484,5674838,-9599322,
002465,海格通信,10.39,1.6634,444100000.0,1.73,25786000000.0,25745000000.0,9582876,2.1578,12248233,-2665357,-9582876,
603955,大千生态,24.35,4.5513,102110000.0,3.12,3991000000.0,3305000000.0,9526121,9.3293,7334327,2191794,-9526121,
002895,川恒股份,30.84,0.1624,106850000.0,0.58,18685000000.0,18484000000.0,9523739,8.9132,661037,8862702,-9523739,
002097,山河智能,7.1,0.2825,158040000.0,2.1,7630000000.0,7618000000.0,9521936,6.025,-1173906,10695842,-9521936,
600409,三友化工,6.52,3.3281,138350000.0,1.04,13460000000.0,13460000000.0,9497822,6.8651,4977907,4519915,-9497822,
000721,西安饮食,6.48,4.8544,175020000.0,5.35,3719000000.0,3320000000.0,9491047,5.4228,975440,8515607,-9491047,
688768,容知日新,47.21,14.7266,73140000.0,1.86,4154000000.0,4120000000.0,9486183,12.9699,5586393,3899790,-9486183,
