姓名,简写,代表团代码,金,银,铜,合计,项目,小项,奖牌
DISSANAYAKA SAMARAWICKRAM HM,DISSANAYAKA S. HM,SRI,0,1,0,1,CKT,Women,ME_SILVER
SANJEEWANI Anushka,SANJEEWANI A,SRI,0,1,0,1,CKT,Women,ME_SILVER
WALIKONTHAGEI Kaveesha Dilhari,WALIKONTHAGEI KD,SRI,0,1,0,1,CKT,Women,ME_SILVER
HEWA LANKA GEEGANAGE RS,HEWA LANKA G. RS,SRI,0,1,0,1,CKT,Women,ME_SILVER
DASANAYAKA Sugandika Manel Kumari,DASANAYAKA SMK,SRI,0,1,0,1,CKT,Women,ME_SILVER
MEEPAGE Nimasha Madushani,MEEPAGE NM,SRI,0,1,0,1,CKT,Women,ME_SILVER
HEWA MUNASINHAGE CPM,HEWA M. CPM,SRI,0,1,0,1,CKT,Women,ME_SILVER
HIKKADUWA GAMAGE Kawya Kavindi,HIKKADUWA G. KK,SRI,0,1,0,1,CKT,Women,ME_SILVER
THATUWEL ARAWE GEDARA MAB,THATUWEL A. G. MAB,SRI,0,1,0,1,CKT,Women,ME_SILVER
BUTSUWAN Maneevan,BUTSUWAN M,THA,0,1,0,1,KTE,Women's Kumite +68kg - Final,ME_SILVER
KHURSHEDZODA Behruz,KHURSHEDZODA B,TJK,0,1,0,1,MMA,Men's Modern -71kg - Final,ME_SILVER
NAZMYRADOV Davut,NAZMYRADOV D,TKM,0,1,0,1,KTE,Men's Kumite -75kg - Final,ME_SILVER
CHEN Yu-hsun,CHEN Y,TPE,0,1,0,1,TST,Men's Team,ME_SILVER
HSU Chiao-ying,HSU C,TPE,0,1,0,1,TST,Women's Team,ME_SILVER
CHANG Yu-sung,CHANG Y,TPE,0,1,0,1,TST,Men's Team,ME_SILVER
SUN Chia-hung,SUN C,TPE,0,1,0,1,WSU,Men's Taijiquan & Taijijian - Final,ME_SILVER
LIN Wei-chieh,LIN W,TPE,0,1,0,1,TST,Men's Team,ME_SILVER
CHEN Po-yi,CHEN P,TPE,0,1,0,1,TST,Men's Team,ME_SILVER
ZHOU Yan-zhen,ZHOU Y,TPE,0,1,0,1,TST,Women's Team,ME_SILVER
CHIANG Min-yu,CHIANG M,TPE,0,1,0,1,TST,Women's Team,ME_SILVER
LO Shu-ting,LO S,TPE,0,1,0,1,TST,Women's Team,ME_SILVER
LATISHEVA Darya,LATISHEVA D,UZB,0,1,0,1,WSU,Women's Nanquan & Nandao - Final,ME_SILVER
KHALIMOV Khumoyunmirzo,KHALIMOV K,UZB,0,1,0,1,KTE,Men's Kumite -55kg - Final,ME_SILVER
KHIOLA SOBIROVA,KHIOLA SOBIROVA,UZB,0,1,0,1,MMA,Women's Traditional -60kg - Final,ME_SILVER
ATAMURATOV Firdavs,ATAMURATOV F,UZB,0,1,0,1,MMA,Men's Modern -60kg - Final,ME_SILVER
LACHKAR Basma,LACHKAR B,BRU,0,0,1,1,WSU,Women's Taijiquan & Taijijian - Final,ME_BRONZE
VANN Chakriya,VANN C,CAM,0,0,1,1,KTE,Women's Kumite -61kg - Final,ME_BRONZE
YORN Sophornraksmey,YORN S,CAM,0,0,1,1,TEQ,Women's Doubles,ME_BRONZE
MEY Sreymeas,MEY S,CAM,0,0,1,1,TEQ,Women's Doubles,ME_BRONZE
DY Koemyean,DY K,CAM,0,0,1,1,TEQ,Women's Singles,ME_BRONZE
CHENG Dalin,CHENG D,CAM,0,0,1,1,MMA,Women's Traditional -60kg - Final,ME_BRONZE
YANG Jingwen,YANG J,CHN,0,0,1,1,FEN,Women's Épée Individual,ME_BRONZE
YANG Chang,YANG C,CHN,0,0,1,1,SWM,Women's 50m Breaststroke,ME_BRONZE
COGGINS Oscar Louis,COGGINS OL,HKG,0,0,1,1,TRI,Mixed Relay,ME_BRONZE
ELG Robin Bent Edvin Thomas,ELG RBET,HKG,0,0,1,1,TRI,Mixed Relay,ME_BRONZE
BROWN Bailee Briana,BROWN BB,HKG,0,0,1,1,TRI,Mixed Relay,ME_BRONZE
WRIGHT Cade Cameron,WRIGHT CC,HKG,0,0,1,1,TRI,Mixed Relay,ME_BRONZE
LEUNG Wing Yee,LEUNG WY,HKG,0,0,1,1,CRD,Women's Road Race,ME_BRONZE
HUNG Ho Wai Howard,HUNG HWH,HKG,0,0,1,1,KTE,Men's Individual Kata - Final,ME_BRONZE
WONG Cheuk Lee,WONG CL,HKG,0,0,1,1,KTE,Women's Kumite -68kg - Final,ME_BRONZE
HUTAURUK Tio,HUTAURUK T,INA,0,0,1,1,TST,Men's Team,ME_BRONZE
PUTRA Yoga Ardika,PUTRA Y,INA,0,0,1,1,TEQ,Men's Singles,ME_BRONZE
PRADEWA Bagus,PRADEWA B,INA,0,0,1,1,TST,Men's Team,ME_BRONZE
HOTMAULI Vallensia Fahira,HOTMAULI VF,INA,0,0,1,1,MMA,Women's Modern -54kg - Final,ME_BRONZE
SANISTYARANI Cok Istri Agung,SANISTYARANI CIA,INA,0,0,1,1,KTE,Women's Kumite -55kg - Final,ME_BRONZE
SANGER Fernando,SANGER F,INA,0,0,1,1,TST,Men's Team,ME_BRONZE
FALEVI Muhammad,FALEVI M,INA,0,0,1,1,TST,Men's Team,ME_BRONZE
LALUYAN Rizky,LALUYAN R,INA,0,0,1,1,TST,Men's Team,ME_BRONZE
WIDODO Eugenia Diva,WIDODO ED,INA,0,0,1,1,WSU,Women's Changquan - Final,ME_BRONZE
SIREGAR Seraf Naro,SIREGAR SN,INA,0,0,1,1,WSU,Men's Changquan - Final,ME_BRONZE
LUBIS Leica Al Humaira,LUBIS LAH,INA,0,0,1,1,KTE,Women's Kumite +68kg - Final,ME_BRONZE
TARIYAL Suchika,TARIYAL S,IND,0,0,1,1,MMA,Women's Traditional -60kg - Final,ME_BRONZE
GIRGOORIAN Piter,GIRGOORIAN P,IRI,0,0,1,1,BKB,Men,ME_BRONZE
REZAEIFAR Navid,REZAEIFAR N,IRI,0,0,1,1,BKB,Men,ME_BRONZE
JAMSHIDIJAFARABADI Mohammad,JAMSHIDIJAFARABADI M,IRI,0,0,1,1,BKB,Men,ME_BRONZE
KAZEMI Arsalan,KAZEMI A,IRI,0,0,1,1,BKB,Men,ME_BRONZE
ZANGANEH Arman,ZANGANEH A,IRI,0,0,1,1,BKB,Men,ME_BRONZE
JAFARI Mahdi,JAFARI M,IRI,0,0,1,1,BKB,Men,ME_BRONZE
HEYDARI Mohammad,HEYDARI M,IRI,0,0,1,1,BKB,Men,ME_BRONZE
MONJI Salar,MONJI S,IRI,0,0,1,1,BKB,Men,ME_BRONZE
AGHAJANPOUR Matin,AGHAJANPOUR M,IRI,0,0,1,1,BKB,Men,ME_BRONZE
SHEIKHI Mobin,SHEIKHI M,IRI,0,0,1,1,BKB,Men,ME_BRONZE
SHARIFI Alireza,SHARIFI A,IRI,0,0,1,1,BKB,Men,ME_BRONZE
ALIAKBARINAMGHI Khashayar,ALIAKBARINAMGHI K,IRI,0,0,1,1,BKB,Men,ME_BRONZE
ABED Samah Shakir Abed,ABED S,IRQ,0,0,1,1,TEQ,Mixed Doubles,ME_BRONZE
ALMASATFA Abdel Rahman,ALMASATFA AR,JOR,0,0,1,1,KTE,Men's Kumite -67kg - Final,ME_BRONZE
HANAKAWA Naoki,HANAKAWA N,JPN,0,0,1,1,SHO,10m Air Rifle Mixed Team,ME_BRONZE
HIRATA Shiori,HIRATA S,JPN,0,0,1,1,SHO,10m Air Rifle Women Team,ME_BRONZE
MURAYAMA Daisuke,MURAYAMA D,JPN,0,0,1,1,MMA,Men's Traditional -65kg - Final,ME_BRONZE
SHIMADA Sarara,SHIMADA S,JPN,0,0,1,1,KTE,Women's Kumite -61kg - Final,ME_BRONZE
TERAYAMA Tamaki,TERAYAMA T,JPN,0,0,1,1,FEN,Women's Épée Individual,ME_BRONZE
MATSUYAMA Kyosuke,MATSUYAMA K,JPN,0,0,1,1,FEN,Men's Foil Individual,ME_BRONZE
HASHIMOTO Daiki,HASHIMOTO D,JPN,0,0,1,1,GAR,Men's All-Around,ME_BRONZE
NISHIYAMA Misa,NISHIYAMA M,JPN,0,0,1,1,GAR,Women's All-Around,ME_BRONZE
YANO Yuho,YANO Y,JPN,0,0,1,1,MPN,Women's Team,ME_BRONZE
SAITO Ayumu,SAITO A,JPN,0,0,1,1,MPN,Women's Team,ME_BRONZE
UCHIDA Misaki,UCHIDA M,JPN,0,0,1,1,MPN,Women's Team,ME_BRONZE
FUKUOKA Yui,FUKUOKA Y,JPN,0,0,1,1,SWM,Women's 4 x 100m Freestyle Relay,ME_BRONZE
SUZUKI Rio,SUZUKI R,JPN,0,0,1,1,SWM,Women's 4 x 100m Freestyle Relay,ME_BRONZE
MIZOGUCHI Ayu,MIZOGUCHI A,JPN,0,0,1,1,SWM,Women's 4 x 100m Freestyle Relay,ME_BRONZE
OKUZONO Misa,OKUZONO M,JPN,0,0,1,1,SWM,Women's 200m Butterfly,ME_BRONZE
MATSUMOTO Shiho,MATSUMOTO S,JPN,0,0,1,1,SWM,Women's 4 x 100m Freestyle Relay,ME_BRONZE
NARITA Mio,NARITA M,JPN,0,0,1,1,SWM,Women's 200m Individual Medley,ME_BRONZE
IKEMOTO Nagisa,IKEMOTO N,JPN,0,0,1,1,SWM,Women's 4 x 100m Freestyle Relay,ME_BRONZE
NAMBA Miyu,NAMBA M,JPN,0,0,1,1,SWM,Women's 4 x 100m Freestyle Relay,ME_BRONZE
ABDRAIMOV Temirlan,ABDRAIMOV T,KAZ,0,0,1,1,MPN,Men's Team,ME_BRONZE
CHUVASHOV Lev,CHUVASHOV L,KAZ,0,0,1,1,MPN,Men's Team,ME_BRONZE
AZHIKANOV Nurkanat,AZHIKANOV N,KAZ,0,0,1,1,KTE,Men's Kumite -75kg - Final,ME_BRONZE
SAMASHEVA Bella,SAMASHEVA B,KAZ,0,0,1,1,KTE,Women's Kumite -55kg - Final,ME_BRONZE
ZHANABAY Arlan,ZHANABAY A,KAZ,0,0,1,1,TRI,Men's Individual,ME_BRONZE
VARYOKHIN Tikhon,VARYOKHIN T,KAZ,0,0,1,1,MPN,Men's Team,ME_BRONZE
ADILOV Sanzhar,ADILOV S,KAZ,0,0,1,1,MMA,Men's Traditional -65kg - Final,ME_BRONZE
KANYBEK UULU Dastan,KANYBEK UULU D,KGZ,0,0,1,1,MMA,Men's Modern -60kg - Final,ME_BRONZE
ZHANYBEK UULU Syimyk,ZHANYBEK UULU S,KGZ,0,0,1,1,MMA,Men's Traditional -77kg - Final,ME_BRONZE
DUISHEEV Yryskeldi,DUISHEEV Y,KGZ,0,0,1,1,MMA,Men's Modern -71kg - Final,ME_BRONZE
SHIN Jieun,SHIN J,KOR,0,0,1,1,CRD,Women's Individual Time Trial,ME_BRONZE
LEE Bomi,LEE B,KOR,0,0,1,1,MMA,Women's Modern -54kg - Final,ME_BRONZE
YOUN Jeonghyun,YOUN J,KOR,0,0,1,1,FEN,Men's Foil Individual,ME_BRONZE
AN Hyeon-gi,AN H,KOR,0,0,1,1,WSU,Men's Taijiquan & Taijijian - Final,ME_BRONZE
SHIN Minki,SHIN M,KOR,0,0,1,1,SHO,10m Air Rifle Men Team,ME_BRONZE
GWON Hyeopjun,GWON H,KOR,0,0,1,1,SHO,10m Air Rifle Men Team,ME_BRONZE
EOM Yejin,EOM Y,KOR,0,0,1,1,TST,Women's Team,ME_BRONZE
KIM Hansul,KIM H,KOR,0,0,1,1,TST,Women's Team,ME_BRONZE
KIM Jinwoong,KIM J,KOR,0,0,1,1,TST,Men's Team,ME_BRONZE
LEE Hyungwon,LEE H,KOR,0,0,1,1,TST,Men's Team,ME_BRONZE
KIM Hyunsoo,KIM H,KOR,0,0,1,1,TST,Men's Team,ME_BRONZE
LEE Haneul,LEE H,KOR,0,0,1,1,TST,Men's Team,ME_BRONZE
HWANG Jeongmi,HWANG J,KOR,0,0,1,1,TST,Women's Team,ME_BRONZE
LEE Sujin,LEE S,KOR,0,0,1,1,TST,Women's Team,ME_BRONZE
KIM Junwoo,KIM J,KOR,0,0,1,1,SWM,Men's 4 x 200m Freestyle Relay,ME_BRONZE
KIM Minseop,KIM M,KOR,0,0,1,1,SWM,Men's 4 x 200m Freestyle Relay,ME_BRONZE
LEE Hojoon,LEE H,KOR,0,0,1,1,SWM,Men's 4 x 200m Freestyle Relay,ME_BRONZE
JI Yuchan,JI Y,KOR,0,0,1,1,SWM,Men's 50m Freestyle,ME_BRONZE
CHO Sung Jae,CHO S,KOR,0,0,1,1,SWM,Men's 4 x 100m Medley Relay,ME_BRONZE
KIM Seungwon,KIM S,KOR,0,0,1,1,SWM,Women's 50m Backstroke,ME_BRONZE
CHOI Dongyeol,CHOI D,KOR,0,0,1,1,SWM,Men's 4 x 100m Medley Relay,ME_BRONZE
KIM Jihun,KIM J,KOR,0,0,1,1,SWM,Men's 4 x 100m Medley Relay,ME_BRONZE
HWANG Sunwoo,HWANG S,KOR,0,0,1,1,SWM,Men's 4 x 100m Medley Relay,ME_BRONZE
MOSTAFA Dina Ahmed S,MOSTAFA DAS,KSA,0,0,1,1,KTE,Women's Kumite +68kg - Final,ME_BRONZE
ALBASHER Saud Abdulaziz B,ALBASHER SAB,KSA,0,0,1,1,KTE,Men's Kumite -60kg - Final,ME_BRONZE
ALMOSAWI Sayed Mohammed,ALMOSAWI SM,KUW,0,0,1,1,KTE,Men's Individual Kata - Final,ME_BRONZE
AHMAD Basel,AHMAD B,KUW,0,0,1,1,TEQ,Men's Doubles,ME_BRONZE
ALQATTAN Abdulwahab,ALQATTAN A,KUW,0,0,1,1,TEQ,Men's Doubles,ME_BRONZE
DANDAL Kamar,DANDAL K,LBN,0,0,1,1,TEQ,Women's Doubles,ME_BRONZE
CHEDID Maria,CHEDID M,LBN,0,0,1,1,TEQ,Women's Doubles,ME_BRONZE
TAN Cheong Min,TAN CM,MAS,0,0,1,1,WSU,Women's Nanquan & Nandao - Final,ME_BRONZE
HARI SANKAR Sureeya Sankar,HARI SANKAR SS,MAS,0,0,1,1,KTE,Men's Kumite -60kg - Final,ME_BRONZE
KALIANA SUNDRAM Thevendran,KALIANA SUNDRAM T,MAS,0,0,1,1,KTE,Men's Kumite -55kg - Final,ME_BRONZE
SAINBAYAR Jambaljamts,SAINBAYAR J,MGL,0,0,1,1,CRD,Men's Individual Time Trial,ME_BRONZE
SAW Friday,SAW F,MYA,0,0,1,1,TEQ,Men's Singles,ME_BRONZE
NASEER Eman,NASEER E,PAK,0,0,1,1,CKT,Women,ME_BRONZE
HANI Umme,HANI U,PAK,0,0,1,1,CKT,Women,ME_BRONZE
RIAZ Aliya,RIAZ A,PAK,0,0,1,1,CKT,Women,ME_BRONZE
FEROZA Gull,FEROZA G,PAK,0,0,1,1,CKT,Women,ME_BRONZE
BILAL Humna,BILAL H,PAK,0,0,1,1,CKT,Women,ME_BRONZE
SUNDHU Nashra,SUNDHU N,PAK,0,0,1,1,CKT,Women,ME_BRONZE
KHAN Asim,KHAN A,PAK,0,0,1,1,MMA,Men's Modern -60kg - Final,ME_BRONZE
FATIMA Eyman,FATIMA E,PAK,0,0,1,1,CKT,Women,ME_BRONZE
KHAN Fatima Sana,KHAN FS,PAK,0,0,1,1,CKT,Women,ME_BRONZE
JABEEN Saira,JABEEN S,PAK,0,0,1,1,CKT,Women,ME_BRONZE
RUBAB Tasmia,RUBAB T,PAK,0,0,1,1,CKT,Women,ME_BRONZE
HASSAN Tuba,HASSAN T,PAK,0,0,1,1,CKT,Women,ME_BRONZE
ZAFAR Ayesha,ZAFAR A,PAK,0,0,1,1,CKT,Women,ME_BRONZE
RIASAT Momina,RIASAT M,PAK,0,0,1,1,CKT,Women,ME_BRONZE
ZULFIQAR Shawaal,ZULFIQAR S,PAK,0,0,1,1,CKT,Women,ME_BRONZE
ARROGANTE Ysabielle,ARROGANTE Y,PHI,0,0,1,1,KTE,Women's Team Kata - Final,ME_BRONZE
TORRES Rebecca Cyril,TORRES RC,PHI,0,0,1,1,KTE,Women's Team Kata - Final,ME_BRONZE
PAAS Hilary,PAAS H,PHI,0,0,1,1,TST,Women's Team,ME_BRONZE
ALVAREZ Carlos,ALVAREZ C,PHI,0,0,1,1,MMA,Men's Traditional -77kg - Final,ME_BRONZE
VEGUILLAS Samantha Emmanuelle,VEGUILLAS SE,PHI,0,0,1,1,KTE,Women's Team Kata - Final,ME_BRONZE
CATINDIG Princess,CATINDIG P,PHI,0,0,1,1,TST,Women's Team,ME_BRONZE
MANALAC Noelle,MANALAC N,PHI,0,0,1,1,TST,Women's Team,ME_BRONZE
SANOSA Christy,SANOSA C,PHI,0,0,1,1,TST,Women's Team,ME_BRONZE
SALAZAR Shyryn,SALAZAR S,PHI,0,0,1,1,TST,Women's Team,ME_BRONZE
BABIKR Abdulla,BABIKR A,QAT,0,0,1,1,KTE,Men's Kumite -84kg - Final,ME_BRONZE
LAW Zeanne Zhi Ning,LAW ZZN,SGP,0,0,1,1,WSU,Women's Taijiquan & Taijijian - Final,ME_BRONZE
BANI ALMARJEH Fawaz,BANI ALMARJEH F,SYR,0,0,1,1,KTE,Men's Kumite -75kg - Final,ME_BRONZE
KAMULTHALA Kaewkalaya,KAMULTHALA K,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
KONGYOT Ajcharaporn,KONGYOT A,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
MOKSRI Chatchu-on,MOKSRI C,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
KHAMWONG Kalyarat,KHAMWONG K,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
GUEDPARD Pornpun,GUEDPARD P,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
JANTHAWISUT Sasipapron,JANTHAWISUT S,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
KUNMUEANG Kanyarat,KUNMUEANG K,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
JAISAEN Natthanicha,JAISAEN N,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
KOKRAM Pimpichaya,KOKRAM P,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
PANNOY Piyanut,PANNOY P,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
NUEKJANG Thatdao,NUEKJANG T,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
SEETALOED Warisara,SEETALOED W,THA,0,0,1,1,VVO,Women - Finals,ME_BRONZE
MUMINOV Makhsatullo,MUMINOV M,TJK,0,0,1,1,KTE,Men's Kumite -55kg - Final,ME_BRONZE
TIEN Hsin-erh,TIEN H,TPE,0,0,1,1,KTE,Women's Team Kata - Final,ME_BRONZE
CHUNG Meng-yu,CHUNG M,TPE,0,0,1,1,KTE,Men's Kumite -84kg - Final,ME_BRONZE
LIU Chang-min,LIU C,TPE,0,0,1,1,WSU,Men's Nanquan & Nangun - Final,ME_BRONZE
HUNG Chih-hsuan,HUNG C,TPE,0,0,1,1,KTE,Women's Team Kata - Final,ME_BRONZE
SHIH Cheng-chung,SHIH C,TPE,0,0,1,1,KTE,Men's Kumite -67kg - Final,ME_BRONZE
SHAVKATOV Nodirbek,SHAVKATOV N,UZB,0,0,1,1,MMA,Men's Modern -71kg - Final,ME_BRONZE
NGUYEN Thi Dieu Ly,NGUYEN TDL,VIE,0,0,1,1,KTE,Women's Kumite -68kg - Final,ME_BRONZE
NGUYEN Hoang Minh Tan,NGUYEN H,VIE,0,0,1,1,TEQ,Mixed Doubles,ME_BRONZE
TRINH Gia Nghi,TRINH G,VIE,0,0,1,1,TEQ,Mixed Doubles,ME_BRONZE
