,品牌价,上金所,溢价,溢价率%
2025-08-25,986.0,775.85,210.14999999999998,27.086421344332017
2025-08-26,986.0,777.1,208.89999999999998,26.88199716896152
2025-08-27,986.0,778.07,207.92999999999995,26.723816623182994
2025-08-28,986.0,779.85,206.14999999999998,26.4345707507854
2025-08-29,986.0,781.71,204.28999999999996,26.13373245832853
2025-09-01,992.0,794.66,197.34000000000003,24.833262024010274
2025-09-02,1002.0,799.95,202.04999999999995,25.257828614288385
2025-09-03,1012.0,809.0,203.0,25.092707045735473
2025-09-04,1012.0,809.19,202.80999999999995,25.06333493987814
2025-09-05,1012.0,811.5,200.5,24.707332101047445
2025-09-08,1022.0,821.2,200.79999999999995,24.45202143205065
2025-09-09,1032.0,832.0,200.0,24.03846153846154
2025-09-10,1032.0,829.75,202.25,24.374811690268153
2025-09-11,1032.0,826.52,205.48000000000002,24.860862411072933
2025-09-12,1032.0,830.41,201.59000000000003,24.275960067918263
2025-09-15,1032.0,828.21,203.78999999999996,24.606078168580428
2025-09-16,1032.0,838.73,193.26999999999998,23.043172415437624
2025-09-17,1045.0,831.85,213.14999999999998,25.623610025846
2025-09-18,1045.0,824.59,220.40999999999997,26.729647461162514
2025-09-19,1045.0,826.71,218.28999999999996,26.404664271630917
2025-09-22,1045.0,839.5,205.5,24.47885646217987
2025-09-23,1058.0,850.65,207.35000000000002,24.37547757597132
2025-09-24,1058.0,856.63,201.37,23.50723182704318
2025-09-25,1058.0,851.74,206.26,24.216310141592505
2025-09-26,1058.0,853.0,205.0,24.03282532239156
2025-09-29,1066.0,862.9,203.10000000000002,23.536910418356708
2025-09-30,1075.0,871.86,203.14,23.29961232307939
2025-10-09,1118.0,911.5,206.5,22.65496434448711
2025-10-10,1110.0,897.63,212.37,23.658968617359047
2025-10-13,1122.0,926.73,195.26999999999998,21.070862063384155
2025-10-14,1148.0,940.72,207.27999999999997,22.034186580491536
2025-10-15,1158.0,959.04,198.96000000000004,20.74574574574575
2025-10-16,1170.0,968.14,201.86,20.850290247278288
2025-10-17,1215.0,997.17,217.83000000000004,21.844820842985655
2025-10-20,1202.0,974.3,227.70000000000005,23.370625064148626
2025-10-21,1222.0,987.12,234.88,23.794472809790097
2025-10-22,1182.0,948.8,233.20000000000005,24.578414839797645
2025-10-23,1172.0,941.21,230.78999999999996,24.520563954909104
2025-10-24,1172.0,935.6,236.39999999999998,25.267208208636166
2025-10-27,1172.0,930.79,241.21000000000004,25.914545708484194
2025-10-28,1160.0,896.6,263.4,29.377648895828685
2025-10-29,1160.0,912.94,247.05999999999995,27.06201940981882
2025-10-30,1152.0,906.89,245.11,27.02753365898841
2025-10-31,1165.0,921.5,243.5,26.42430819316332
2025-11-03,1235.0,920.0,315.0,34.23913043478261
2025-11-04,1235.0,916.49,318.51,34.75324335235518
2025-11-05,1228.0,910.0,318.0,34.94505494505494
2025-11-06,1228.0,918.0,310.0,33.769063180827885
2025-11-07,1235.0,918.03,316.97,34.52719410041067
2025-11-10,1235.0,934.81,300.19000000000005,32.112407868978735
2025-11-11,1265.0,946.79,318.21000000000004,33.6093537109602
2025-11-12,1265.0,944.84,320.15999999999997,33.885102239532614
2025-11-13,1282.0,959.14,322.86,33.66140500865359
2025-11-14,1282.0,948.03,333.97,35.22778815016403
2025-11-17,1265.0,931.42,333.58000000000004,35.814133258895026
2025-11-18,1258.0,916.96,341.03999999999996,37.192462048508105
2025-11-19,1258.0,935.33,322.66999999999996,34.49798466851271
2025-11-20,1270.0,929.95,340.04999999999995,36.56648206892843
2025-11-21,1270.0,924.44,345.55999999999995,37.380468175327756
2025-11-24,1270.0,926.0,344.0,37.14902807775378
2025-11-25,1280.0,941.54,338.46000000000004,35.94749028187863
2025-11-26,1280.0,941.16,338.84000000000003,36.00238004165073
2025-11-27,1280.0,943.98,336.02,35.59609313756647
2025-11-28,1280.0,948.15,331.85,34.99973632863998
2025-12-01,1290.0,958.46,331.53999999999996,34.590906245435384
2025-12-02,1290.0,954.89,335.11,35.09409460775587
2025-12-03,1290.0,950.06,339.94000000000005,35.780898048544316
2025-12-04,1290.0,949.32,340.67999999999995,35.88673998230312
2025-12-05,1290.0,956.5,333.5,34.86670151594355
2025-12-08,1290.0,954.1,335.9,35.20595325437585
2025-12-09,1290.0,947.13,342.87,36.20094390421589
2025-12-10,1290.0,950.91,339.09000000000003,35.65952613812033
2025-12-11,1290.0,952.39,337.61,35.44871323722425
2025-12-12,1302.0,964.25,337.75,35.027223230490016
2025-12-15,1302.0,976.82,325.17999999999995,33.289654183984766
2025-12-16,1312.0,964.89,347.11,35.97404885530993
2025-12-17,1312.0,972.71,339.28999999999996,34.880899754294695
2025-12-18,1320.0,975.55,344.45000000000005,35.3082876326175
2025-12-19,1320.0,975.51,344.49,35.31383583971461
2025-12-22,1320.0,992.79,327.21000000000004,32.958631734807966
2025-12-23,1342.0,1006.87,335.13,33.28433660750643
2025-12-24,1358.0,1007.69,350.30999999999995,34.763667397711586
2025-12-25,1358.0,1002.98,355.02,35.396518375241776
2025-12-26,1358.0,1007.0,351.0,34.85600794438927
2025-12-29,1370.0,1004.0,366.0,36.45418326693227
2025-12-30,1342.0,981.91,360.09000000000003,36.6724037844609
2025-12-31,1342.0,974.9,367.1,37.65514411734537
2026-01-05,1342.0,993.57,348.42999999999995,35.06849039322845
2026-01-06,1358.0,1003.01,354.99,35.392468669305394
2026-01-07,1370.0,999.68,370.32000000000005,37.04385403329066
2026-01-08,1370.0,996.21,373.78999999999996,37.52120536834603
2026-01-09,1370.0,1003.49,366.51,36.52353287028271
