,品牌价,上金所,溢价,溢价率%
2026-06-05,1355.0,974.41,380.59000000000003,39.05850719922825
2026-06-08,1318.0,941.01,376.99,40.0622735146279
2026-06-09,1311.0,944.98,366.02,38.73309488031492
2026-06-10,1271.0,915.63,355.37,38.81152867424615
2026-06-11,1233.0,896.01,336.99,37.610071316168344
2026-06-12,1264.0,907.47,356.53,39.2883511300649
2026-06-15,1293.0,937.51,355.49,37.918528869025394
2026-06-16,1302.0,940.48,361.52,38.43994555971418
2026-06-17,1307.0,939.18,367.82000000000005,39.16395153218766
2026-06-18,1307.0,935.86,371.14,39.657641100164554
2026-06-22,1272.0,914.35,357.65,39.11521846120195
2026-06-23,1272.0,898.93,373.07000000000005,41.50156296930796
2026-06-24,1233.0,894.39,338.61,37.85932311407775
2026-06-25,1217.0,874.95,342.04999999999995,39.09366249499971
2026-06-26,1217.0,883.7,333.29999999999995,37.71641959941156
2026-06-29,1233.0,886.74,346.26,39.0486501116449
2026-06-30,1203.0,879.03,323.97,36.85539742670899
2026-07-01,1203.0,868.8,334.20000000000005,38.466850828729285
2026-07-02,1228.0,887.0,341.0,38.444193912063135
2026-07-03,1257.0,910.98,346.02,37.98327076335375
2026-07-06,1264.0,907.77,356.23,39.24231908963725
2026-07-07,1255.0,902.57,352.42999999999995,39.04738690627873
2026-07-08,1247.0,901.07,345.92999999999995,38.391024004794296
2026-07-09,1237.0,898.79,338.21000000000004,37.629479633729794
2026-07-10,1250.0,897.25,352.75,39.314572304263024
2026-07-13,1235.0,886.46,348.53999999999996,39.318186945829474
2026-07-14,1212.0,879.9,332.1,37.74292533242414
2026-07-15,1228.0,877.99,350.01,39.864918734837524
2026-07-16,1224.0,877.32,346.67999999999995,39.51579811243331
2026-07-17,1210.0,872.48,337.52,38.68512745277828
2026-07-20,1217.0,873.0,344.0,39.404352806414664
2026-07-21,1217.0,886.95,330.04999999999995,37.21179322396978
2026-07-22,1245.0,899.0,346.0,38.487208008898776
2026-07-23,1253.0,895.67,357.33000000000004,39.89527392901404
2026-07-24,1226.0,883.66,342.34000000000003,38.74114478419302
2026-07-27,1243.0,893.97,349.03,39.04269718223206
