date,code,name,close
2025-05-15,BK1090,机器人,1663.280000
2025-05-15,BK0802,自动驾驶,1709.700000
2025-05-15,BK0577,核电,2119.610000
2025-05-15,BK0490,军工,63078.950000
2025-05-15,BK0493,新能源,14366.610000
2025-05-15,BK0588,光伏,3054.630000
2025-05-15,BK0574,锂电池,2872.660000
2025-05-15,BK0464,石油,5436.170000
2025-05-15,BK0843,天然气,1319.070000
2025-05-15,BK0478,铜/有色,16948.640000
2025-05-15,BK0547,黄金,12633.280000
2025-05-15,BK0475,银行金融,4043.490000
2025-05-15,BK1216,生物医疗,3959.640000
2025-05-15,BK0438,消费,28228.480000
2025-05-15,BK0578,稀土永磁,2367.150000
2025-05-15,BK1106,创新药,1111.280000
2025-05-15,BK0710,量子计算,2294.140000
2025-05-15,BK0968,固态电池,1607.790000
2025-05-15,BK1166,低空经济,1388.870000
2025-05-15,BK0668,医疗器械,3579.790000
2025-05-16,BK1134,AI 算力,1519.690000
2025-05-16,BK1128,CPO,2439.830000
2025-05-16,BK0917,半导体,1584.750000
2025-05-16,BK1137,存储,1276.470000
2025-05-16,BK0922,数据中心,1665.510000
2025-05-16,BK0579,云计算,2941.350000
2025-05-16,BK0963,商业航天,1626.440000
2025-05-16,BK0921,卫星,1354.310000
2025-05-16,BK1090,机器人,1681.160000
2025-05-16,BK0802,自动驾驶,1735.360000
2025-05-16,BK0577,核电,2147.620000
2025-05-16,BK0490,军工,63421.730000
2025-05-16,BK0493,新能源,14422.440000
2025-05-16,BK0588,光伏,3071.240000
2025-05-16,BK0574,锂电池,2893.770000
2025-05-16,BK0464,石油,5394.420000
2025-05-16,BK0843,天然气,1322.380000
2025-05-16,BK0478,铜/有色,17052.200000
2025-05-16,BK0547,黄金,12706.540000
2025-05-16,BK0475,银行金融,4011.910000
2025-05-16,BK1216,生物医疗,4007.920000
2025-05-16,BK0438,消费,28169.930000
2025-05-16,BK0578,稀土永磁,2370.350000
2025-05-16,BK1106,创新药,1128.660000
2025-05-16,BK0710,量子计算,2301.230000
2025-05-16,BK0968,固态电池,1620.580000
2025-05-16,BK1166,低空经济,1400.250000
2025-05-16,BK0668,医疗器械,3604.980000
2025-05-19,BK1134,AI 算力,1530.480000
2025-05-19,BK1128,CPO,2433.540000
2025-05-19,BK0917,半导体,1596.550000
2025-05-19,BK1137,存储,1289.250000
2025-05-19,BK0922,数据中心,1679.950000
2025-05-19,BK0579,云计算,2963.180000
2025-05-19,BK0963,商业航天,1646.570000
2025-05-19,BK0921,卫星,1375.240000
2025-05-19,BK1090,机器人,1685.550000
