date,code,close
2025-08-14,BK0493,16184.930000
2025-08-15,BK0493,16530.560000
2025-08-18,BK0493,16774.460000
2025-08-19,BK0493,16815.690000
2025-08-20,BK0493,16930.470000
2025-08-21,BK0493,16926.820000
2025-08-22,BK0493,16995.690000
2025-08-25,BK0493,17134.230000
2025-08-26,BK0493,17188.590000
2025-08-27,BK0493,16880.220000
2025-08-28,BK0493,16970.480000
2025-08-29,BK0493,16948.020000
2025-09-01,BK0493,17070.860000
2025-09-02,BK0493,16925.410000
2025-09-03,BK0493,16652.830000
2025-09-04,BK0493,16618.110000
2025-09-05,BK0493,17145.130000
2025-09-08,BK0493,17407.900000
2025-09-09,BK0493,17249.970000
2025-09-10,BK0493,17188.040000
2025-09-11,BK0493,17406.720000
2025-09-12,BK0493,17419.040000
2025-09-15,BK0493,17381.760000
2025-09-16,BK0493,17443.840000
2025-09-17,BK0493,17526.850000
2025-09-18,BK0493,17299.650000
2025-09-19,BK0493,17202.910000
2025-09-22,BK0493,17148.270000
2025-09-23,BK0493,17022.440000
2025-09-24,BK0493,17286.840000
2025-09-25,BK0493,17259.240000
2025-09-26,BK0493,17268.360000
2025-09-29,BK0493,17449.360000
2025-09-30,BK0493,17479.650000
2025-10-09,BK0493,17785.680000
2025-10-10,BK0493,17793.340000
2025-10-13,BK0493,17703.300000
2025-10-14,BK0493,17570.220000
2025-10-15,BK0493,17802.660000
2025-10-16,BK0493,17592.720000
2025-10-17,BK0493,17074.160000
2025-10-20,BK0493,17302.030000
2025-10-21,BK0493,17602.750000
2025-10-22,BK0493,17524.800000
2025-10-23,BK0493,17586.750000
2025-10-24,BK0493,17591.110000
2025-10-27,BK0493,17684.820000
2025-10-28,BK0493,17658.480000
2025-10-29,BK0493,17896.640000
2025-10-30,BK0493,17745.080000
2025-10-31,BK0493,17773.080000
2025-11-03,BK0493,17938.110000
2025-11-04,BK0493,17860.990000
2025-11-05,BK0493,18225.330000
2025-11-06,BK0493,18407.090000
2025-11-07,BK0493,18496.180000
2025-11-10,BK0493,18590.420000
2025-11-11,BK0493,18662.830000
2025-11-12,BK0493,18471.040000
2025-11-13,BK0493,18706.190000
2025-11-14,BK0493,18621.190000
2025-11-17,BK0493,18539.210000
2025-11-18,BK0493,18168.200000
2025-11-19,BK0493,17902.750000
2025-11-20,BK0493,17751.780000
2025-11-21,BK0493,16965.090000
2025-11-24,BK0493,17094.620000
2025-11-25,BK0493,17286.840000
2025-11-26,BK0493,17208.830000
2025-11-27,BK0493,17248.410000
2025-11-28,BK0493,17445.940000
2025-12-01,BK0493,17491.980000
2025-12-02,BK0493,17382.410000
2025-12-03,BK0493,17299.430000
2025-12-04,BK0493,17129.480000
2025-12-05,BK0493,17414.670000
2025-12-08,BK0493,17512.720000
2025-12-09,BK0493,17413.720000
2025-12-10,BK0493,17375.660000
2025-12-11,BK0493,17247.010000
2025-12-12,BK0493,17446.520000
2025-12-15,BK0493,17477.560000
2025-12-16,BK0493,17060.890000
2025-12-17,BK0493,17131.770000
2025-12-18,BK0493,17062.110000
2025-12-19,BK0493,17293.620000
2025-12-22,BK0493,17402.610000
2025-12-23,BK0493,17362.120000
2025-12-24,BK0493,17618.050000
2025-12-25,BK0493,17786.740000
2025-12-26,BK0493,17891.540000
2025-12-29,BK0493,17789.530000
2025-12-30,BK0493,17638.240000
2025-12-31,BK0493,17606.450000
2026-01-05,BK0493,17842.830000
2026-01-06,BK0493,18101.580000
2026-01-07,BK0493,18174.450000
2026-01-08,BK0493,18421.660000
2026-01-09,BK0493,18637.900000
2026-01-12,BK0493,18941.500000
2026-01-13,BK0493,18754.130000
2026-01-14,BK0493,18786.590000
2026-01-15,BK0493,18778.540000
2026-01-16,BK0493,18800.630000
2026-01-19,BK0493,19145.540000
2026-01-20,BK0493,19092.230000
2026-01-21,BK0493,19132.420000
2026-01-22,BK0493,19388.080000
2026-01-23,BK0493,19869.330000
2026-01-26,BK0493,19677.160000
2026-01-27,BK0493,19634.800000
2026-01-28,BK0493,19562.120000
2026-01-29,BK0493,19335.390000
2026-01-30,BK0493,19182.190000
2026-02-02,BK0493,18843.470000
2026-02-03,BK0493,19356.850000
2026-02-04,BK0493,19657.140000
2026-02-05,BK0493,19239.940000
2026-02-06,BK0493,19356.880000
2026-02-09,BK0493,19734.490000
2026-02-10,BK0493,19659.490000
2026-02-11,BK0493,19670.120000
2026-02-12,BK0493,19796.540000
2026-02-13,BK0493,19469.050000
2026-02-24,BK0493,19938.220000
2026-02-25,BK0493,20172.340000
2026-02-26,BK0493,20384.270000
2026-02-27,BK0493,20705.160000
2026-03-02,BK0493,20498.810000
2026-03-03,BK0493,19971.430000
2026-03-04,BK0493,20035.690000
2026-03-05,BK0493,20379.060000
2026-03-06,BK0493,20729.480000
2026-03-09,BK0493,20847.300000
2026-03-10,BK0493,21079.280000
2026-03-11,BK0493,21289.880000
2026-03-12,BK0493,21391.860000
2026-03-13,BK0493,21136.140000
2026-03-16,BK0493,20855.850000
2026-03-17,BK0493,20560.950000
2026-03-18,BK0493,20708.450000
2026-03-19,BK0493,20405.640000
2026-03-20,BK0493,20256.810000
2026-03-23,BK0493,19549.360000
2026-03-24,BK0493,20353.600000
2026-03-25,BK0493,20843.620000
2026-03-26,BK0493,20471.760000
2026-03-27,BK0493,20544.040000
2026-03-30,BK0493,20188.950000
2026-03-31,BK0493,19701.800000
2026-04-01,BK0493,19826.900000
2026-04-02,BK0493,19437.850000
2026-04-03,BK0493,18832.260000
2026-04-07,BK0493,19042.610000
2026-04-08,BK0493,19725.290000
2026-04-09,BK0493,19467.640000
2026-04-10,BK0493,19586.220000
2026-04-13,BK0493,19806.710000
2026-04-14,BK0493,19993.050000
2026-04-15,BK0493,19871.100000
2026-04-16,BK0493,20101.020000
2026-04-17,BK0493,20185.390000
2026-04-20,BK0493,20419.150000
2026-04-21,BK0493,20481.680000
2026-04-22,BK0493,20574.770000
2026-04-23,BK0493,20509.500000
2026-04-24,BK0493,20171.620000
2026-04-27,BK0493,20221.050000
2026-04-28,BK0493,20061.830000
2026-04-29,BK0493,20317.280000
2026-04-30,BK0493,20218.630000
2026-05-06,BK0493,20676.890000
2026-05-07,BK0493,21001.570000
2026-05-08,BK0493,21106.200000
2026-05-11,BK0493,21386.260000
2026-05-12,BK0493,21385.440000
2026-05-13,BK0493,21803.300000
2026-05-14,BK0493,21340.200000
2026-05-15,BK0493,21003.940000
2026-05-18,BK0493,21011.140000
2026-05-19,BK0493,21317.130000
2026-05-20,BK0493,20871.720000
2026-05-21,BK0493,20236.960000
2026-05-22,BK0493,20611.260000
2026-05-25,BK0493,20742.330000
2026-05-26,BK0493,20408.310000
2026-05-27,BK0493,20232.060000
2026-05-28,BK0493,20550.840000
2026-05-29,BK0493,20189.510000
2026-06-01,BK0493,20398.570000
2026-06-02,BK0493,20252.970000
2026-06-03,BK0493,20212.670000
2026-06-04,BK0493,20021.330000
2026-06-05,BK0493,19757.730000
2026-06-08,BK0493,19031.980000
2026-06-09,BK0493,19280.770000
2026-06-10,BK0493,18856.020000
2026-06-11,BK0493,18653.170000
2026-06-12,BK0493,18821.850000
2026-06-15,BK0493,19208.790000
2026-06-16,BK0493,19491.060000
2026-06-17,BK0493,19346.740000
2026-06-18,BK0493,18947.280000
2026-06-22,BK0493,19091.320000
2026-06-23,BK0493,18831.040000
2026-06-24,BK0493,18622.910000
2026-06-25,BK0493,18359.910000
2026-06-26,BK0493,18013.490000
2026-06-29,BK0493,17922.560000
2026-06-30,BK0493,18129.450000
2026-07-01,BK0493,18393.560000
2026-07-02,BK0493,18149.770000
2026-07-03,BK0493,18295.870000
2026-07-06,BK0493,17949.210000
2026-07-07,BK0493,17446.640000
2026-07-08,BK0493,17117.100000
2026-07-09,BK0493,17162.830000
2026-07-10,BK0493,17375.380000
2026-07-13,BK0493,16628.480000
2026-07-14,BK0493,16806.420000
2026-07-15,BK0493,16837.910000
2026-07-16,BK0493,16677.530000
2026-07-17,BK0493,16230.560000
2026-07-20,BK0493,16206.330000
2026-07-21,BK0493,16358.220000
2026-07-22,BK0493,16332.430000
2026-07-23,BK0493,16800.880000
2026-07-24,BK0493,16237.770000
2026-07-27,BK0493,16745.330000
2026-07-28,BK0493,16576.440000
2026-07-29,BK0493,16840.160000
2026-07-30,BK0493,16571.250000
2026-07-31,BK0493,16876.860000
2026-08-03,BK0493,17301.100000
2026-08-04,BK0493,17491.140000
2026-08-05,BK0493,17661.160000
2026-08-06,BK0493,17569.330000
2026-08-07,BK0493,17670.320000
2026-08-10,BK0493,17923.580000
2026-08-11,BK0493,17858.830000
2026-08-12,BK0493,18005.250000
2026-08-13,BK0493,17882.260000
2026-08-14,BK0493,17753.450000
2026-08-17,BK0493,18000.570000
2026-08-18,BK0493,17841.350000
2026-08-19,BK0493,17137.560000
2026-08-20,BK0493,17274.850000
2026-08-21,BK0493,17291.120000
2026-08-24,BK0493,17208.740000
2026-08-25,BK0493,17398.780000
2026-08-26,BK0493,17529.170000
2026-08-27,BK0493,17603.760000
2026-08-28,BK0493,17623.900000
2026-08-31,BK0493,17623.500000
2026-09-01,BK0493,17687.120000
2026-09-02,BK0493,17526.010000
2026-09-03,BK0493,17434.620000
2026-09-04,BK0493,17391.830000
2026-09-07,BK0493,17514.360000
2026-09-08,BK0493,17658.640000
2026-09-09,BK0493,17699.970000
2026-09-10,BK0493,17673.900000
2026-09-11,BK0493,17444.080000
2026-09-14,BK0493,17488.180000
2026-09-15,BK0493,17307.500000
2026-09-16,BK0493,17505.130000
2026-09-17,BK0493,17372.200000
2026-09-18,BK0493,17581.030000
2026-09-21,BK0493,17781.180000
2026-09-22,BK0493,17729.610000
2026-09-23,BK0493,17516.330000
2026-09-24,BK0493,17347.610000
