date,code,close
2025-10-24,BK1134,1851.520000
2025-10-27,BK1134,1863.640000
2025-10-28,BK1134,1863.110000
2025-10-29,BK1134,1866.740000
2025-10-30,BK1134,1842.080000
2025-10-31,BK1134,1855.850000
2025-11-03,BK1134,1878.310000
2025-11-04,BK1134,1859.770000
2025-11-05,BK1134,1858.860000
2025-11-06,BK1134,1861.260000
2025-11-07,BK1134,1845.730000
2025-11-10,BK1134,1850.820000
2025-11-11,BK1134,1843.200000
2025-11-12,BK1134,1825.550000
2025-11-13,BK1134,1849.950000
2025-11-14,BK1134,1822.330000
2025-11-17,BK1134,1850.350000
2025-11-18,BK1134,1844.340000
2025-11-19,BK1134,1810.470000
2025-11-20,BK1134,1801.500000
2025-11-21,BK1134,1740.610000
2025-11-24,BK1134,1785.290000
2025-11-25,BK1134,1819.200000
2025-11-26,BK1134,1816.540000
2025-11-27,BK1134,1810.070000
2025-11-28,BK1134,1824.240000
2025-12-01,BK1134,1842.790000
2025-12-02,BK1134,1825.360000
2025-12-03,BK1134,1792.380000
2025-12-04,BK1134,1782.350000
2025-12-05,BK1134,1799.220000
2025-12-08,BK1134,1830.470000
2025-12-09,BK1134,1839.750000
2025-12-10,BK1134,1831.300000
2025-12-11,BK1134,1796.210000
2025-12-12,BK1134,1804.040000
2025-12-15,BK1134,1777.300000
2025-12-16,BK1134,1742.070000
2025-12-17,BK1134,1755.570000
2025-12-18,BK1134,1749.380000
2025-12-19,BK1134,1765.630000
2025-12-22,BK1134,1781.710000
2025-12-23,BK1134,1759.570000
2025-12-24,BK1134,1783.000000
2025-12-25,BK1134,1798.150000
2025-12-26,BK1134,1798.290000
2025-12-29,BK1134,1802.100000
2025-12-30,BK1134,1802.260000
2025-12-31,BK1134,1808.430000
2026-01-05,BK1134,1851.680000
2026-01-06,BK1134,1875.360000
2026-01-07,BK1134,1876.460000
2026-01-08,BK1134,1907.880000
2026-01-09,BK1134,1963.990000
2026-01-12,BK1134,2055.140000
2026-01-13,BK1134,1998.670000
2026-01-14,BK1134,2047.010000
2026-01-15,BK1134,2006.000000
2026-01-16,BK1134,1974.230000
2026-01-19,BK1134,1960.720000
2026-01-20,BK1134,1930.010000
2026-01-21,BK1134,1952.030000
2026-01-22,BK1134,1989.330000
2026-01-23,BK1134,2014.930000
2026-01-26,BK1134,1998.720000
2026-01-27,BK1134,2010.520000
2026-01-28,BK1134,2008.090000
2026-01-29,BK1134,1987.800000
2026-01-30,BK1134,1991.410000
2026-02-02,BK1134,1942.240000
2026-02-03,BK1134,1999.140000
2026-02-04,BK1134,1962.990000
2026-02-05,BK1134,1948.180000
2026-02-06,BK1134,1952.860000
2026-02-09,BK1134,2019.690000
2026-02-10,BK1134,2042.160000
2026-02-11,BK1134,2036.100000
2026-02-12,BK1134,2076.050000
2026-02-13,BK1134,2057.750000
2026-02-24,BK1134,2046.840000
2026-02-25,BK1134,2044.620000
2026-02-26,BK1134,2069.860000
2026-02-27,BK1134,2112.730000
2026-03-02,BK1134,2067.470000
2026-03-03,BK1134,1967.730000
2026-03-04,BK1134,1960.510000
2026-03-05,BK1134,1998.490000
2026-03-06,BK1134,2024.670000
2026-03-09,BK1134,2056.430000
2026-03-10,BK1134,2096.740000
2026-03-11,BK1134,2084.710000
2026-03-12,BK1134,2067.900000
2026-03-13,BK1134,2016.980000
2026-03-16,BK1134,2031.500000
2026-03-17,BK1134,1983.910000
2026-03-18,BK1134,2059.390000
2026-03-19,BK1134,2047.830000
2026-03-20,BK1134,1968.260000
2026-03-23,BK1134,1863.130000
2026-03-24,BK1134,1920.650000
2026-03-25,BK1134,1978.670000
2026-03-26,BK1134,1927.240000
2026-03-27,BK1134,1937.600000
2026-03-30,BK1134,1940.590000
2026-03-31,BK1134,1904.130000
2026-04-01,BK1134,1951.830000
2026-04-02,BK1134,1889.320000
2026-04-03,BK1134,1866.700000
2026-04-07,BK1134,1873.950000
2026-04-08,BK1134,1990.280000
2026-04-09,BK1134,1969.060000
2026-04-10,BK1134,1974.810000
2026-04-13,BK1134,1991.920000
2026-04-14,BK1134,2030.150000
2026-04-15,BK1134,2025.060000
2026-04-16,BK1134,2094.250000
2026-04-17,BK1134,2101.040000
2026-04-20,BK1134,2119.420000
2026-04-21,BK1134,2091.940000
2026-04-22,BK1134,2137.310000
2026-04-23,BK1134,2118.870000
2026-04-24,BK1134,2102.960000
2026-04-27,BK1134,2114.020000
2026-04-28,BK1134,2098.200000
2026-04-29,BK1134,2121.890000
2026-04-30,BK1134,2122.660000
2026-05-06,BK1134,2212.090000
2026-05-07,BK1134,2272.570000
2026-05-08,BK1134,2290.050000
2026-05-11,BK1134,2313.180000
2026-05-12,BK1134,2281.280000
2026-05-13,BK1134,2356.590000
2026-05-14,BK1134,2291.200000
2026-05-15,BK1134,2257.920000
2026-05-18,BK1134,2279.790000
2026-05-19,BK1134,2321.660000
2026-05-20,BK1134,2289.080000
2026-05-21,BK1134,2183.060000
2026-05-22,BK1134,2235.020000
2026-05-25,BK1134,2237.220000
2026-05-26,BK1134,2178.950000
2026-05-27,BK1134,2117.260000
2026-05-28,BK1134,2149.020000
2026-05-29,BK1134,2070.420000
2026-06-01,BK1134,2085.410000
2026-06-02,BK1134,2076.320000
2026-06-03,BK1134,2081.730000
2026-06-04,BK1134,2060.880000
2026-06-05,BK1134,2052.430000
2026-06-08,BK1134,1987.030000
2026-06-09,BK1134,2028.250000
2026-06-10,BK1134,2000.790000
2026-06-11,BK1134,1951.030000
2026-06-12,BK1134,1954.170000
2026-06-15,BK1134,2028.350000
2026-06-16,BK1134,2057.110000
2026-06-17,BK1134,2059.710000
2026-06-18,BK1134,2089.040000
2026-06-22,BK1134,2116.850000
2026-06-23,BK1134,2081.850000
2026-06-24,BK1134,2086.090000
2026-06-25,BK1134,2059.330000
2026-06-26,BK1134,1979.540000
2026-06-29,BK1134,1949.780000
2026-06-30,BK1134,2015.060000
2026-07-01,BK1134,2042.430000
2026-07-02,BK1134,1989.170000
2026-07-03,BK1134,1984.650000
2026-07-06,BK1134,1948.200000
2026-07-07,BK1134,1893.120000
2026-07-08,BK1134,1905.850000
2026-07-09,BK1134,1940.730000
2026-07-10,BK1134,1959.780000
2026-07-13,BK1134,1864.700000
2026-07-14,BK1134,1868.320000
2026-07-15,BK1134,1850.330000
2026-07-16,BK1134,1836.490000
2026-07-17,BK1134,1717.550000
2026-07-20,BK1134,1686.460000
2026-07-21,BK1134,1740.970000
2026-07-22,BK1134,1739.520000
2026-07-23,BK1134,1758.250000
2026-07-24,BK1134,1701.890000
2026-07-27,BK1134,1760.950000
2026-07-28,BK1134,1731.030000
2026-07-29,BK1134,1740.950000
2026-07-30,BK1134,1679.850000
2026-07-31,BK1134,1764.600000
2026-08-03,BK1134,1784.460000
2026-08-04,BK1134,1868.050000
2026-08-05,BK1134,1912.170000
2026-08-06,BK1134,1914.270000
2026-08-07,BK1134,1918.410000
2026-08-10,BK1134,1917.390000
2026-08-11,BK1134,1919.120000
2026-08-12,BK1134,1946.810000
2026-08-13,BK1134,1938.300000
2026-08-14,BK1134,1958.940000
2026-08-17,BK1134,1987.490000
2026-08-18,BK1134,1960.150000
2026-08-19,BK1134,1850.620000
2026-08-20,BK1134,1865.380000
2026-08-21,BK1134,1874.560000
2026-08-24,BK1134,1834.900000
2026-08-25,BK1134,1856.340000
2026-08-26,BK1134,1856.640000
2026-08-27,BK1134,1892.000000
2026-08-28,BK1134,1886.880000
2026-08-31,BK1134,1927.700000
2026-09-01,BK1134,1930.300000
2026-09-02,BK1134,1918.820000
2026-09-03,BK1134,1909.220000
2026-09-04,BK1134,1893.130000
2026-09-07,BK1134,1913.840000
2026-09-08,BK1134,1909.390000
2026-09-09,BK1134,1897.080000
2026-09-10,BK1134,1878.550000
2026-09-11,BK1134,1852.690000
2026-09-14,BK1134,1858.100000
2026-09-15,BK1134,1836.300000
2026-09-16,BK1134,1865.850000
2026-09-17,BK1134,1868.020000
2026-09-18,BK1134,1907.810000
2026-09-21,BK1134,1932.680000
2026-09-22,BK1134,1950.030000
2026-09-23,BK1134,1927.480000
2026-09-24,BK1134,1896.670000
